brand_name,generic_name,manufacturer,source
Gonal-f 450,Follitropin alfa,Merck,AI-Enriched-2026
Skyrizi 75,Risankizumab,AbbVie,AI-Enriched-2026
Humira 80,Adalimumab,AbbVie,AI-Enriched-2026
Lupron Depot 11.25,Leuprorelin,AbbVie,AI-Enriched-2026
Imbruvica 560,Ibrutinib,AbbVie,AI-Enriched-2026
GPO-Aspirin-81,Aspirin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Doxazosin-2,Doxazosin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Prazosin-1,Prazosin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Prazosin-2,Prazosin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Hydralazine-25,Hydralazine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Diltiazem-30,Diltiazem,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Verapamil-40,Verapamil,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Verapamil-80,Verapamil,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Colchicine-0.6,Colchicine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Allopurinol-100,Allopurinol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Allopurinol-300,Allopurinol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Sulfasalazine-500,Sulfasalazine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Chloroquine-250,Chloroquine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Primaquine-15,Primaquine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Metronidazole-200,Metronidazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Metronidazole-400,Metronidazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Albendazole-200,Albendazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Albendazole-400,Albendazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Mebendazole-100,Mebendazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Praziquantel-600,Praziquantel,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Domperidone-10,Domperidone,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Metoclopramide-10,Metoclopramide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Hyoscine-10,Hyoscine butylbromide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Loperamide-2,Loperamide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Bisacodyl-5,Bisacodyl,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Bromhexine-8,Bromhexine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ambroxol-30,Ambroxol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Acetylcysteine-200,Acetylcysteine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Guaifenesin-100,Guaifenesin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Dextromethorphan-15,Dextromethorphan,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Chlorpheniramine-4,Chlorpheniramine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Hydroxyzine-10,Hydroxyzine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Hydroxyzine-25,Hydroxyzine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Cyproheptadine-4,Cyproheptadine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Diazepam-2,Diazepam,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Diazepam-5,Diazepam,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Alprazolam-0.25,Alprazolam,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Alprazolam-0.5,Alprazolam,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Amitriptyline-10,Amitriptyline,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Amitriptyline-25,Amitriptyline,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Fluoxetine-20,Fluoxetine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Sertraline-50,Sertraline,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Sertraline-100,Sertraline,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Haloperidol-0.5,Haloperidol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Haloperidol-2,Haloperidol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Haloperidol-5,Haloperidol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Chlorpromazine-25,Chlorpromazine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Chlorpromazine-100,Chlorpromazine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Trihexyphenidyl-2,Trihexyphenidyl,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Trihexyphenidyl-5,Trihexyphenidyl,Government Pharmaceutical Organization,AI-Enriched-2026
TNP-Mefenamic-500-Tablets,Mefenamic acid,Thai Nakorn Patana,AI-Enriched-2026
TNP-Doxycycline-100-Capsules,Doxycycline,Thai Nakorn Patana,AI-Enriched-2026
TNP-Amoxicillin-500-Capsules,Amoxicillin,Thai Nakorn Patana,AI-Enriched-2026
TNP-Ciprofloxacin-500-Tablets,Ciprofloxacin,Thai Nakorn Patana,AI-Enriched-2026
TNP-Norfloxacin-400-Tablets,Norfloxacin,Thai Nakorn Patana,AI-Enriched-2026
TNP-Diclofenac-50-Tablets,Diclofenac sodium,Thai Nakorn Patana,AI-Enriched-2026
TNP-Piroxicam-20-Capsules,Piroxicam,Thai Nakorn Patana,AI-Enriched-2026
TNP-Omeprazole-20-Capsules,Omeprazole,Thai Nakorn Patana,AI-Enriched-2026
TNP-Ranitidine-150-Tablets,Ranitidine,Thai Nakorn Patana,AI-Enriched-2026
TNP-Famotidine-20-Tablets,Famotidine,Thai Nakorn Patana,AI-Enriched-2026
TNP-Vitamin-B-Complex-Forte,Vitamin B1;Vitamin B6;Vitamin B12,Thai Nakorn Patana,AI-Enriched-2026
TNP-Ascorbic-Acid-500mg,Ascorbic acid,Thai Nakorn Patana,AI-Enriched-2026
TNP-Folic-Acid-5mg-Tab,Folic acid,Thai Nakorn Patana,AI-Enriched-2026
TNP-Ferrous-Fumarate-200mg,Ferrous fumarate,Thai Nakorn Patana,AI-Enriched-2026
TNP-Cetirizine-10mg-Tab,Cetirizine,Thai Nakorn Patana,AI-Enriched-2026
Siam-Amlodipine-Besylate-5mg-Tab,Amlodipine,Siam Pharmaceutical,AI-Enriched-2026
Siam-Amlodipine-Besylate-10mg-Tab,Amlodipine,Siam Pharmaceutical,AI-Enriched-2026
Siam-Atorvastatin-20mg-Film-Coated,Atorvastatin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Atorvastatin-40mg-Film-Coated,Atorvastatin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Simvastatin-20mg-Film-Coated,Simvastatin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Simvastatin-40mg-Film-Coated,Simvastatin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Metformin-HCL-500mg-Tab,Metformin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Metformin-HCL-850mg-Tab,Metformin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Gliclazide-80mg-Tab-Siam,Gliclazide,Siam Pharmaceutical,AI-Enriched-2026
Siam-Glimepiride-2mg-Tab-Siam,Glimepiride,Siam Pharmaceutical,AI-Enriched-2026
Siam-Ceftriaxone-1g-Powder-Inj,Ceftriaxone,Siam Pharmaceutical,AI-Enriched-2026
Siam-Cefotaxime-1g-Powder-Inj,Cefotaxime,Siam Pharmaceutical,AI-Enriched-2026
Siam-Ceftazidime-1g-Powder-Inj,Ceftazidime,Siam Pharmaceutical,AI-Enriched-2026
Siam-Amikacin-500mg-Vial,Amikacin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Gentamicin-80mg-Ampoule,Gentamicin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Prednisolone-5mg-Siam-Tab,Prednisolone,Siam Pharmaceutical,AI-Enriched-2026
Siam-Dexamethasone-0.5mg-Siam-Tab,Dexamethasone,Siam Pharmaceutical,AI-Enriched-2026
Siam-Bisacodyl-5mg-Siam-Lax,Bisacodyl,Siam Pharmaceutical,AI-Enriched-2026
Berlin-Amlodipine-5mg-Berlin-Tab,Amlodipine,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Amlodipine-10mg-Berlin-Tab,Amlodipine,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Atorvastatin-20mg-Berlin-Tab,Atorvastatin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Atorvastatin-40mg-Berlin-Tab,Atorvastatin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Simvastatin-20mg-Berlin-Tab,Simvastatin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Simvastatin-40mg-Berlin-Tab,Simvastatin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Metformin-500mg-Berlin-Tab,Metformin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Metformin-850mg-Berlin-Tab,Metformin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Omeprazole-20mg-Berlin-Cap,Omeprazole,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Pantoprazole-40mg-Berlin-Tab,Pantoprazole,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Losartan-50mg-Berlin-Tab,Losartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Losartan-100mg-Berlin-Tab,Losartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Enalapril-5mg-Berlin-Tab,Enalapril,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Enalapril-20mg-Berlin-Tab,Enalapril,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Domperidone-10mg-Berlin-Tab,Domperidone,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Candesartan-8mg-Berlin-Tab,Candesartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Irbesartan-150mg-Berlin-Tab,Irbesartan,Berlin Pharmaceutical,AI-Enriched-2026
Bio-Amlo-10-Biolab,Amlodipine,Biolab,AI-Enriched-2026
Bio-Ator-40-Biolab,Atorvastatin,Biolab,AI-Enriched-2026
Bio-Simva-40-Biolab,Simvastatin,Biolab,AI-Enriched-2026
Bio-Losa-100-Biolab,Losartan,Biolab,AI-Enriched-2026
Bio-Enala-20-Biolab,Enalapril,Biolab,AI-Enriched-2026
Bio-Metformin-1000-Biolab,Metformin,Biolab,AI-Enriched-2026
Bio-Ome-40-Biolab,Omeprazole,Biolab,AI-Enriched-2026
Bio-Panto-20-Biolab,Pantoprazole,Biolab,AI-Enriched-2026
Bio-Esome-40-Biolab,Esomeprazole,Biolab,AI-Enriched-2026
Bio-Rabep-20-Biolab,Rabeprazole,Biolab,AI-Enriched-2026
Bio-Vilda-50-Biolab,Vildagliptin,Biolab,AI-Enriched-2026
Bio-Sitag-100-Biolab,Sitagliptin,Biolab,AI-Enriched-2026
Bio-Dapa-10-Biolab,Dapagliflozin,Biolab,AI-Enriched-2026
Bio-Empa-25-Biolab,Empagliflozin,Biolab,AI-Enriched-2026
Bio-Cand-16-Biolab,Candesartan,Biolab,AI-Enriched-2026
Bio-Irbes-300-Biolab,Irbesartan,Biolab,AI-Enriched-2026
Bio-Val-160-Biolab,Valsartan,Biolab,AI-Enriched-2026
Bio-Olmet-40-Biolab,Olmesartan,Biolab,AI-Enriched-2026
Bio-Montel-10-Biolab,Montelukast,Biolab,AI-Enriched-2026
Bio-Levo-5-Biolab,Levocetirizine,Biolab,AI-Enriched-2026
Mega-Nat-C-Yummy-Gummy,Ascorbic acid,Mega Lifesciences,AI-Enriched-2026
Mega-Nat-B-Advanced-Formula,Vitamin B complex,Mega Lifesciences,AI-Enriched-2026
Mega-Enat-400-IU-Vitamin-E,Vitamin E,Mega Lifesciences,AI-Enriched-2026
Mega-Gofen-400-Liquid-Capsule,Ibuprofen,Mega Lifesciences,AI-Enriched-2026
Mega-Fish-Oil-1000-Mega-Caps,Fish oil,Mega Lifesciences,AI-Enriched-2026
Mega-Calcium-D-Forte-Bones,Calcium carbonate;Vitamin D3,Mega Lifesciences,AI-Enriched-2026
Mega-Ginsomin-Ginseng-Mineral,Ginseng extract;Vitamins;Minerals,Mega Lifesciences,AI-Enriched-2026
Mega-Ferrovit-Soft-Gelatin,Ferrous fumarate;Folic acid;Vitamin B12,Mega Lifesciences,AI-Enriched-2026
Mega-Zincomin-Z-Capsule,Zinc sulfate;Vitamins,Mega Lifesciences,AI-Enriched-2026
Mega-Pynocare-White-Tablets,French maritime pine bark extract,Mega Lifesciences,AI-Enriched-2026
Mega-Alerten-100-CoQ10,Coenzyme Q10,Mega Lifesciences,AI-Enriched-2026
Mega-Flexigen-Plus-Collagen,Hydrolysate collagen,Mega Lifesciences,AI-Enriched-2026
Mega-Regenez-Hair-Formula,Biotin;Vitamins;Minerals,Mega Lifesciences,AI-Enriched-2026
Mega-Hi-Green-Green-Tea,Green tea extract,Mega Lifesciences,AI-Enriched-2026
Mega-II-Care-Lutein-Plus,Lutein;Zeaxanthin,Mega Lifesciences,AI-Enriched-2026
Mega-Garlic-Oil-Capsule,Garlic oil,Mega Lifesciences,AI-Enriched-2026
Mega-Evening-Primrose-Oil-1000-Caps,Evening primrose oil,Mega Lifesciences,AI-Enriched-2026
TP-Para-500-Extra-Tablets,Paracetamol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Amoxicillin-500-TP-Caps,Amoxicillin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Cloxacillin-500-TP-Caps,Cloxacillin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Dicloxacillin-500-TP-Caps,Dicloxacillin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Doxycycline-100-TP-Caps,Doxycycline,T.P. Drug Laboratories,AI-Enriched-2026
TP-Diclofenac-Sodium-50-TP-Tabs,Diclofenac sodium,T.P. Drug Laboratories,AI-Enriched-2026
TP-Mefenamic-Acid-500-TP-Tabs,Mefenamic acid,T.P. Drug Laboratories,AI-Enriched-2026
TP-Hyoscine-Butylbromide-10-TP-Tabs,Hyoscine butylbromide,T.P. Drug Laboratories,AI-Enriched-2026
TP-Metoclopramide-HCL-10-TP-Tabs,Metoclopramide,T.P. Drug Laboratories,AI-Enriched-2026
TP-Domperidone-Maleate-10-TP-Tabs,Domperidone,T.P. Drug Laboratories,AI-Enriched-2026
TP-Chlorpheniramine-Maleate-4-TP-Tabs,Chlorpheniramine maleate,T.P. Drug Laboratories,AI-Enriched-2026
TP-Hydroxyzine-HCL-10-TP-Tabs,Hydroxyzine hydrochloride,T.P. Drug Laboratories,AI-Enriched-2026
TP-Bromhexine-HCL-8-TP-Tabs,Bromhexine hydrochloride,T.P. Drug Laboratories,AI-Enriched-2026
Vfend-200-mg-Vial,Voriconazole,Pfizer,AI-Enriched-2026
Vfend-50-mg-Tablet,Voriconazole,Pfizer,AI-Enriched-2026
Tygacil-IV-Injection,Tigecycline,Pfizer,AI-Enriched-2026
Eraxis-100mg-Powder,Anidulafungin,Pfizer,AI-Enriched-2026
BeneFIX-250-IU,Nonacog alfa,Pfizer,AI-Enriched-2026
BeneFIX-2000-IU,Nonacog alfa,Pfizer,AI-Enriched-2026
Genotropin-12mg-Pen,Somatropin,Pfizer,AI-Enriched-2026
Champix-Starter-Pack,Varenicline,Pfizer,AI-Enriched-2026
Inlyta-1mg-Tablet,Axitinib,Pfizer,AI-Enriched-2026
Inlyta-5mg-Tablet,Axitinib,Pfizer,AI-Enriched-2026
Besponsa-Injection-1mg,Inotuzumab ozogamicin,Pfizer,AI-Enriched-2026
Ibrance-75mg-Capsule,Palbociclib,Pfizer,AI-Enriched-2026
Ibrance-100mg-Capsule,Palbociclib,Pfizer,AI-Enriched-2026
Ibrance-125mg-Capsule,Palbociclib,Pfizer,AI-Enriched-2026
Xeljanz-5mg-Tablet,Tofacitinib,Pfizer,AI-Enriched-2026
Xeljanz-11mg-XR,Tofacitinib,Pfizer,AI-Enriched-2026
Vyndaqel-20mg-Capsule,Tafamidis,Pfizer,AI-Enriched-2026
Vyndamax-61mg-Capsule,Tafamidis,Pfizer,AI-Enriched-2026
Lorviqua-25mg-Tablet,Lorlatinib,Pfizer,AI-Enriched-2026
Lorviqua-100mg-Tablet,Lorlatinib,Pfizer,AI-Enriched-2026
Talzenna-0.25mg-Cap,Talazoparib,Pfizer,AI-Enriched-2026
Talzenna-1mg-Cap,Talazoparib,Pfizer,AI-Enriched-2026
Vizimpro-15mg-Tablet,Dacomitinib,Pfizer,AI-Enriched-2026
Vizimpro-30mg-Tablet,Dacomitinib,Pfizer,AI-Enriched-2026
Vizimpro-45mg-Tablet,Dacomitinib,Pfizer,AI-Enriched-2026
Sulperazon-1.5g-Vial,Cefoperazone;Sulbactam,Pfizer,AI-Enriched-2026
Anoro-Ellipta-Inhaler,Umeclidinium;Vilanterol,GSK,AI-Enriched-2026
Incruse-Ellipta-Inhaler,Umeclidinium,GSK,AI-Enriched-2026
Trelegy-Ellipta-100-Inhaler,Fluticasone furoate;Umeclidinium;Vilanterol,GSK,AI-Enriched-2026
Trelegy-Ellipta-200-Inhaler,Fluticasone furoate;Umeclidinium;Vilanterol,GSK,AI-Enriched-2026
Relvar-Ellipta-92/22,Fluticasone furoate;Vilanterol,GSK,AI-Enriched-2026
Relvar-Ellipta-184/22,Fluticasone furoate;Vilanterol,GSK,AI-Enriched-2026
Nucala-100mg-Auto-Injector,Mepolizumab,GSK,AI-Enriched-2026
Benlysta-Subcutaneous-Pen,Belimumab,GSK,AI-Enriched-2026
Tivicay-50mg-Tablet,Dolutegravir,GSK,AI-Enriched-2026
Triumeq-Tablet-GSK,Abacavir;Dolutegravir;Lamivudine,GSK,AI-Enriched-2026
Dovato-50-300-Tablet,Dolutegravir;Lamivudine,GSK,AI-Enriched-2026
Shingrix-Vaccine-GSK,"Zoster vaccine recombinant, adjuvanted",GSK,AI-Enriched-2026
Tagrisso-40mg-Film-Coated,Osimertinib,AstraZeneca,AI-Enriched-2026
Tagrisso-80mg-Film-Coated,Osimertinib,AstraZeneca,AI-Enriched-2026
Imfinzi-120mg-Solution,Durvalumab,AstraZeneca,AI-Enriched-2026
Imfinzi-500mg-Solution,Durvalumab,AstraZeneca,AI-Enriched-2026
Lynparza-100mg-Tablet-AZ,Olaparib,AstraZeneca,AI-Enriched-2026
Lynparza-150mg-Tablet-AZ,Olaparib,AstraZeneca,AI-Enriched-2026
Calquence-100mg-Capsule,Acalabrutinib,AstraZeneca,AI-Enriched-2026
Lokelma-5g-Sachet,Sodium zirconium cyclosilicate,AstraZeneca,AI-Enriched-2026
Lokelma-10g-Sachet,Sodium zirconium cyclosilicate,AstraZeneca,AI-Enriched-2026
Fasenra-30mg-Syringe,Benralizumab,AstraZeneca,AI-Enriched-2026
Bevespi-Aerosphere-Inhaler,Glycopyrronium;Formoterol,AstraZeneca,AI-Enriched-2026
Saphnelo-300mg-Vial,Anifrolumab,AstraZeneca,AI-Enriched-2026
Mircera-50mcg-Syringe,Methoxy polyethylene glycol-epoetin beta,Roche,AI-Enriched-2026
Mircera-100mcg-Syringe,Methoxy polyethylene glycol-epoetin beta,Roche,AI-Enriched-2026
Mircera-200mcg-Syringe,Methoxy polyethylene glycol-epoetin beta,Roche,AI-Enriched-2026
Mircera-250mcg-Syringe,Methoxy polyethylene glycol-epoetin beta,Roche,AI-Enriched-2026
Xofluza-20mg-Tablet,Baloxavir marboxil,Roche,AI-Enriched-2026
Xofluza-40mg-Tablet,Baloxavir marboxil,Roche,AI-Enriched-2026
Nexviazyme-100mg-Vial,Avalglucosidase alfa,Sanofi,AI-Enriched-2026
Zolgensma-Infusion,Onasemnogene abeparvovec,Novartis,AI-Enriched-2026
Mayzent-0.25mg-Tablet,Siponimod,Novartis,AI-Enriched-2026
Mayzent-2mg-Tablet,Siponimod,Novartis,AI-Enriched-2026
Piqray-150mg-Tablet,Alpelisib,Novartis,AI-Enriched-2026
Piqray-200mg-Tablet,Alpelisib,Novartis,AI-Enriched-2026
Scemblix-20mg-Tablet,Asciminib,Novartis,AI-Enriched-2026
Scemblix-40mg-Tablet,Asciminib,Novartis,AI-Enriched-2026
Tabrecta-150mg-Tablet,Capmatinib,Novartis,AI-Enriched-2026
Tabrecta-200mg-Tablet,Capmatinib,Novartis,AI-Enriched-2026
Bridion-200mg-Injection,Sugammadex,MSD,AI-Enriched-2026
Bridion-500mg-Injection,Sugammadex,MSD,AI-Enriched-2026
Prevymis-240mg-Tablet,Letermovir,MSD,AI-Enriched-2026
Prevymis-480mg-Tablet,Letermovir,MSD,AI-Enriched-2026
Verquvo-2.5mg-Tablet,Vericiguat,MSD,AI-Enriched-2026
Verquvo-5mg-Tablet,Vericiguat,MSD,AI-Enriched-2026
Verquvo-10mg-Tablet,Vericiguat,MSD,AI-Enriched-2026
Steglatro-5mg-Tablet,Ertugliflozin,MSD,AI-Enriched-2026
Steglatro-15mg-Tablet,Ertugliflozin,MSD,AI-Enriched-2026
Segluromet-2.5-500mg,Ertugliflozin;Metformin,MSD,AI-Enriched-2026
Segluromet-7.5-1000mg,Ertugliflozin;Metformin,MSD,AI-Enriched-2026
Sarclisa-100mg-Vial,Isatuximab,Sanofi,AI-Enriched-2026
Sarclisa-500mg-Vial,Isatuximab,Sanofi,AI-Enriched-2026
Dupixent-200mg-Syringe,Dupilumab,Sanofi,AI-Enriched-2026
Dupixent-300mg-Syringe,Dupilumab,Sanofi,AI-Enriched-2026
Praluent-75mg-Pen,Alirocumab,Sanofi,AI-Enriched-2026
Praluent-150mg-Pen,Alirocumab,Sanofi,AI-Enriched-2026
Kevzara-150mg-Syringe,Sarilumab,Sanofi,AI-Enriched-2026
Kevzara-200mg-Syringe,Sarilumab,Sanofi,AI-Enriched-2026
Jakavi-10mg-Tablet,Ruxolitinib,Novartis,AI-Enriched-2026
Jakavi-20mg-Tablet,Ruxolitinib,Novartis,AI-Enriched-2026
Entresto-50mg-Tablet,Sacubitril;Valsartan,Novartis,AI-Enriched-2026
Madopar-125-Dispersible,Levodopa;Benserazide,Roche,AI-Enriched-2026
Kytril-3mg-3ml-Injection,Granisetron,Roche,AI-Enriched-2026
Rocephin-IM-500mg,Ceftriaxone,Roche,AI-Enriched-2026
Rocephin-IV-2g,Ceftriaxone,Roche,AI-Enriched-2026
Actemra-Subcutaneous-162mg,Tocilizumab,Roche,AI-Enriched-2026
Gilenya-0.25mg-Capsule,Fingolimod,Novartis,AI-Enriched-2026
Vaxneuvance-Pre-Filled-Syringe,Pneumococcal 15-valent Conjugate Vaccine,MSD,AI-Enriched-2026
Recarbrio-Injection,Imipenem;Cilastatin;Relebactam,MSD,AI-Enriched-2026
Pifeltro-100mg-Tablet,Doravirine,MSD,AI-Enriched-2026
Delstrigo-Tablet,Doravirine;Lamivudine;Tenofovir disoproxil fumarate,MSD,AI-Enriched-2026
Keytruda-200mg-Injection,Pembrolizumab,MSD,AI-Enriched-2026
Lantus-Cartridge-100U,Insulin glargine,Sanofi,AI-Enriched-2026
Duphalac-Liquid-100ml,Lactulose,Abbott,AI-Enriched-2026
Duphalac-Liquid-200ml,Lactulose,Abbott,AI-Enriched-2026
Duphalac-15ml-Sachet,Lactulose,Abbott,AI-Enriched-2026
Creon-10000-Abbott,Pancreatin,Abbott,AI-Enriched-2026
Klacid-Suspension-125mg,Clarithromycin,Abbott,AI-Enriched-2026
Klacid-Suspension-250mg,Clarithromycin,Abbott,AI-Enriched-2026
Isoptin-80mg-Tablet,Verapamil hydrochloride,Abbott,AI-Enriched-2026
Isoptin-120mg-Tablet,Verapamil hydrochloride,Abbott,AI-Enriched-2026
Ganaton-50mg-Abbott,Itopride hydrochloride,Abbott,AI-Enriched-2026
Teveten-600mg-Abbott,Eprosartan mesylate,Abbott,AI-Enriched-2026
Lipanthyl-Supra-160mg-Abbott,Fenofibrate,Abbott,AI-Enriched-2026
Lipanthyl-NT-145mg-Abbott,Fenofibrate,Abbott,AI-Enriched-2026
Physiotens-0.2mg-Abbott,Moxonidine,Abbott,AI-Enriched-2026
Physiotens-0.4mg-Abbott,Moxonidine,Abbott,AI-Enriched-2026
Xarelto-10mg-Bayer,Rivaroxaban,Bayer,AI-Enriched-2026
Xarelto-15mg-Bayer,Rivaroxaban,Bayer,AI-Enriched-2026
Xarelto-20mg-Bayer,Rivaroxaban,Bayer,AI-Enriched-2026
Glucobay-50mg-Bayer,Acarbose,Bayer,AI-Enriched-2026
Adalat-Retard-20mg-Bayer,Nifedipine,Bayer,AI-Enriched-2026
Adalat-5mg-Capsule-Bayer,Nifedipine,Bayer,AI-Enriched-2026
Aspirin-81mg-Bayer,Aspirin,Bayer,AI-Enriched-2026
Aspirin-100mg-EC-Bayer,Aspirin,Bayer,AI-Enriched-2026
Canesten-500mg-Vaginal-Bayer,Clotrimazole,Bayer,AI-Enriched-2026
Canesten-10g-Cream-Bayer,Clotrimazole,Bayer,AI-Enriched-2026
Canesten-20g-Cream-Bayer,Clotrimazole,Bayer,AI-Enriched-2026
Yaz-28-Bayer,Ethinylestradiol;Drospirenone,Bayer,AI-Enriched-2026
Yasmin-21-Bayer,Ethinylestradiol;Drospirenone,Bayer,AI-Enriched-2026
Qlaira-28-Bayer,Estradiol valerate;Dienogest,Bayer,AI-Enriched-2026
Mirena-IUS-Bayer,Levonorgestrel,Bayer,AI-Enriched-2026
Tylenol-Suspension-60ml-J&J,Paracetamol,J&J,AI-Enriched-2026
Tylenol-650mg-8-Hour-J&J,Paracetamol,J&J,AI-Enriched-2026
Imodium-2mg-Caplet-J&J,Loperamide hydrochloride,J&J,AI-Enriched-2026
Motilium-10mg-Tablet-J&J,Domperidone,J&J,AI-Enriched-2026
Nizoral-Cream-5g-J&J,Ketoconazole,J&J,AI-Enriched-2026
Nizoral-Cream-15g-J&J,Ketoconazole,J&J,AI-Enriched-2026
Invega-3mg-J&J,Paliperidone,J&J,AI-Enriched-2026
Invega-6mg-J&J,Paliperidone,J&J,AI-Enriched-2026
Invega-9mg-J&J,Paliperidone,J&J,AI-Enriched-2026
Concerta-54mg-J&J,Methylphenidate hydrochloride,J&J,AI-Enriched-2026
Zytiga-500mg-J&J,Abiraterone acetate,J&J,AI-Enriched-2026
Humalog-KwikPen-Lilly,Insulin lispro,Eli Lilly,AI-Enriched-2026
Humalog-Mix25-KwikPen-Lilly,Insulin lispro;Insulin lispro protamine,Eli Lilly,AI-Enriched-2026
Humalog-Mix50-KwikPen-Lilly,Insulin lispro;Insulin lispro protamine,Eli Lilly,AI-Enriched-2026
Humulin-N-Vial-Lilly,Insulin isophane,Eli Lilly,AI-Enriched-2026
Humulin-R-Vial-Lilly,Insulin soluble,Eli Lilly,AI-Enriched-2026
Humulin-70/30-Vial-Lilly,Insulin isophane;Insulin soluble,Eli Lilly,AI-Enriched-2026
Mounjaro-2.5mg-Lilly,Tirzepatide,Eli Lilly,AI-Enriched-2026
Mounjaro-5mg-Lilly,Tirzepatide,Eli Lilly,AI-Enriched-2026
Verzenio-50mg-Lilly,Abemaciclib,Eli Lilly,AI-Enriched-2026
Verzenio-150mg-Lilly,Abemaciclib,Eli Lilly,AI-Enriched-2026
Taffic,Bictegravir;Emtricitabine;Tenofovir alafenamide,Hetero Healthcare,AI-Enriched-2026
Hepcinat-LP,Ledipasvir;Sofosbuvir,Natco Pharma,AI-Enriched-2026
Sovihep,Sofosbuvir,Zydus Cadila,AI-Enriched-2026
Dacihep,Daclatasvir,Zydus Cadila,AI-Enriched-2026
Velasof,Sofosbuvir;Velpatasvir,Hetero Healthcare,AI-Enriched-2026
