procedure_code,procedure_name,english_name,category,min_cost_thb,max_cost_thb,region,facility_tier,source
ORT-353,การผ่าตัดยึดตรึงกระดูกข้อศอก,Olecranon Fracture Fixation,Surgery,85000,165000,Bangkok,private,AI-Enriched-2026
ORT-354,การผ่าตัดยึดตรึงกระดูกข้อมือส่วนปลาย,Distal Radius Fracture Fixation,Surgery,90000,175000,Bangkok,private,AI-Enriched-2026
ORT-355,การผ่าตัดยึดตรึงกระดูกไหปลาร้า,Clavicle Fracture Fixation,Surgery,80000,155000,Bangkok,private,AI-Enriched-2026
ORT-356,การผ่าตัดยึดตรึงกระดูกเชิงกรานชนิดซับซ้อน,Pelvic Fracture Fixation (Complex),Surgery,250000,550000,Bangkok,private,AI-Enriched-2026
ORT-357,การผ่าตัดจัดกระดูกข้อเท้าแตกสองจุด,Ankle ORIF (Bimalleolar),Surgery,120000,230000,Bangkok,private,AI-Enriched-2026
ORT-358,การส่องกล้องตรวจและรักษาในข้อสะโพก,Hip Arthroscopy,Surgery,180000,320000,Bangkok,private,AI-Enriched-2026
ORT-359,การส่องกล้องตรวจและรักษาในข้อศอก,Elbow Arthroscopy,Surgery,140000,260000,Bangkok,private,AI-Enriched-2026
ORT-360,การส่องกล้องตรวจและรักษาในข้อมือ,Wrist Arthroscopy,Surgery,110000,210000,Bangkok,private,AI-Enriched-2026
CV-311,การฉีดสีหลอดเลือดหัวใจ (CAG) - รพ.รัฐ,Diagnostic Coronary Angiography (CAG) - Public,Surgery,15000,35000,National,public,AI-Enriched-2026
CV-312,การฉีดสีหลอดเลือดหัวใจ (CAG) - รพ.เอกชน,Diagnostic Coronary Angiography (CAG) - Private,Surgery,55000,95000,Bangkok,private,AI-Enriched-2026
CV-313,การขยายหลอดเลือดหัวใจด้วยบอลลูนและขดลวด 1 ตำแหน่ง,Percutaneous Coronary Intervention (PCI) with 1 Stent,Surgery,75000,120000,National,public,AI-Enriched-2026
CV-314,การขยายหลอดเลือดหัวใจด้วยขดลวดเคลือบยา 1 ตำแหน่ง (เอกชน),PCI with 1 Drug-Eluting Stent (DES) - Private,Surgery,280000,450000,Bangkok,private,AI-Enriched-2026
CV-315,การขยายหลอดเลือดหัวใจด้วยบอลลูนและขดลวด 2 ตำแหน่ง,Percutaneous Coronary Intervention (PCI) with 2 Stents,Surgery,110000,180000,National,public,AI-Enriched-2026
CV-316,การขยายหลอดเลือดหัวใจด้วยขดลวดเคลือบยา 2 ตำแหน่ง (เอกชน),PCI with 2 Drug-Eluting Stents (DES) - Private,Surgery,420000,650000,Bangkok,private,AI-Enriched-2026
CV-317,การผ่าตัดทำทางเบี่ยงหลอดเลือดหัวใจแบบไม่ใช้เครื่องปอดและหัวใจเทียม,Off-Pump Coronary Artery Bypass Grafting (OPCAB),Surgery,180000,350000,National,public,AI-Enriched-2026
CV-318,การผ่าตัดบายพาสหัวใจแบบไม่ใช้เครื่องปอดหัวใจเทียม (เอกชน),Off-Pump CABG - Private Hospital,Surgery,650000,950000,Bangkok,private,AI-Enriched-2026
CV-319,การผ่าตัดทำทางเบี่ยงหลอดเลือดหัวใจแบบใช้เครื่องปอดและหัวใจเทียม,On-Pump Coronary Artery Bypass Grafting (CABG),Surgery,150000,280000,National,public,AI-Enriched-2026
CV-320,การผ่าตัดบายพาสหัวใจแบบใช้เครื่องปอดหัวใจเทียม (เอกชน),On-Pump CABG - Private Hospital,Surgery,550000,850000,Bangkok,private,AI-Enriched-2026
CV-321,การใส่เครื่องกระตุ้นหัวใจถาวรชนิดห้องเดี่ยว,Permanent Pacemaker Implantation - Single Chamber,Surgery,65000,120000,National,public,AI-Enriched-2026
CV-322,การใส่เครื่องกระตุ้นหัวใจชนิดห้องเดี่ยว (เอกชน),Permanent Pacemaker Single Chamber - Private,Surgery,180000,280000,Bangkok,private,AI-Enriched-2026
CV-323,การใส่เครื่องกระตุ้นหัวใจถาวรชนิดสองห้อง,Permanent Pacemaker Implantation - Dual Chamber,Surgery,120000,220000,National,public,AI-Enriched-2026
CV-324,การใส่เครื่องกระตุ้นหัวใจชนิดสองห้อง (เอกชน),Permanent Pacemaker Dual Chamber - Private,Surgery,280000,450000,Bangkok,private,AI-Enriched-2026
CV-325,การใส่เครื่องกระตุกไฟฟ้าหัวใจอัตโนมัติชนิดห้องเดี่ยว (ICD),Implantable Cardioverter Defibrillator (ICD) - Single Chamber,Surgery,350000,550000,National,public,AI-Enriched-2026
CV-326,การใส่เครื่องกระตุกไฟฟ้าหัวใจอัตโนมัติชนิดห้องเดี่ยว (เอกชน),ICD Single Chamber Implantation - Private,Surgery,650000,900000,Bangkok,private,AI-Enriched-2026
CV-327,การใส่เครื่องกระตุ้นหัวใจเพื่อรักษาภาวะหัวใจล้มเหลว (CRT-P),Cardiac Resynchronization Therapy Pacemaker (CRT-P),Surgery,250000,400000,National,public,AI-Enriched-2026
CV-328,การใส่เครื่องกระตุกไฟฟ้าหัวใจรักษาภาวะหัวใจล้มเหลว (CRT-D),Cardiac Resynchronization Therapy Defibrillator (CRT-D),Surgery,850000,1200000,Bangkok,private,AI-Enriched-2026
CV-329,การตรวจสรีรวิทยาไฟฟ้าหัวใจ (EPS),Electrophysiology Study (EPS),Therapeutic,25000,50000,National,public,AI-Enriched-2026
CV-330,การจี้หัวใจด้วยคลื่นวิทยุความถี่สูง (RFCA),Radiofrequency Catheter Ablation (RFCA),Surgery,120000,250000,Bangkok,private,AI-Enriched-2026
CV-331,การผ่าตัดเปลี่ยนลิ้นหัวใจไมตรัลชนิดโลหะ,Mitral Valve Replacement - Mechanical Valve,Surgery,180000,320000,National,public,AI-Enriched-2026
CV-332,การผ่าตัดเปลี่ยนลิ้นหัวใจไมตรัลชนิดเนื้อเยื่อ (เอกชน),Mitral Valve Replacement - Tissue Valve (Private),Surgery,600000,850000,Bangkok,private,AI-Enriched-2026
CV-333,การผ่าตัดเปลี่ยนลิ้นหัวใจเอออร์ติก,Aortic Valve Replacement,Surgery,200000,350000,National,public,AI-Enriched-2026
CV-334,การผ่าตัดเปลี่ยนลิ้นหัวใจสองลิ้นพร้อมกัน (เอกชน),Double Valve Replacement - Private,Surgery,850000,1300000,Bangkok,private,AI-Enriched-2026
CV-335,การผ่าตัดปิดผนังกั้นหัวใจห้องบนรั่ว (ASD Closure),Atrial Septal Defect (ASD) Closure - Surgical,Surgery,120000,250000,National,public,AI-Enriched-2026
CV-336,การปิดผนังกั้นหัวใจห้องบนรั่วผ่านสายสวน (เอกชน),Percutaneous ASD Closure (Device) - Private,Surgery,350000,550000,Bangkok,private,AI-Enriched-2026
CV-337,การผ่าตัดปิดผนังกั้นหัวใจห้องล่างรั่ว (VSD),Ventricular Septal Defect (VSD) Closure,Surgery,150000,280000,National,public,AI-Enriched-2026
CV-338,การผ่าตัดผูกหลอดเลือดที่เชื่อมระหว่างหัวใจและปอด (PDA),Patent Ductus Arteriosus (PDA) Ligation,Surgery,180000,320000,Bangkok,private,AI-Enriched-2026
CV-339,การขยายลิ้นหัวใจไมตรัลด้วยบอลลูนผ่านสายสวน (PTMV),Percutaneous Transluminal Mitral Valvuloplasty (PTMV),Surgery,85000,145000,National,public,AI-Enriched-2026
CV-340,การฉีดสีหลอดเลือดส่วนปลายที่ขา (เอกชน),Peripheral Angiography of Lower Extremity - Private,Surgery,45000,75000,Bangkok,private,AI-Enriched-2026
CV-341,การใส่ขดลวดหลอดเลือดส่วนปลาย,Peripheral Arterial Stent Placement,Surgery,95000,160000,National,public,AI-Enriched-2026
CV-342,การขยายหลอดเลือดแดงที่คอด้วยขดลวด (เอกชน),Carotid Artery Stenting - Private,Surgery,350000,550000,Bangkok,private,AI-Enriched-2026
CV-343,การผ่าตัดซ่อมหลอดเลือดแดงใหญ่เอออร์ติกหน้าท้องแบบเปิด,Open Repair of Abdominal Aortic Aneurysm,Surgery,200000,400000,National,public,AI-Enriched-2026
CV-344,การซ่อมหลอดเลือดเอออร์ติกผ่านสายสวน (EVAR) - เอกชน,Endovascular Aneurysm Repair (EVAR) - Private,Surgery,850000,1400000,Bangkok,private,AI-Enriched-2026
CV-345,การซ่อมหลอดเลือดเอออร์ติกในทรวงอกผ่านสายสวน (TEVAR),Thoracic Endovascular Aneurysm Repair (TEVAR),Surgery,950000,1600000,Bangkok,private,AI-Enriched-2026
CV-346,การเจาะระบายน้ำในช่องหุ้มหัวใจ,Pericardiocentesis,Therapeutic,12000,28000,National,public,AI-Enriched-2026
CV-347,การผ่าตัดเลาะเยื่อหุ้มหัวใจ (เอกชน),Pericardiectomy - Private,Surgery,150000,320000,Bangkok,private,AI-Enriched-2026
CV-348,การใส่เครื่องช่วยพยุงการทำงานของหัวใจ (IABP),Intra-aortic Balloon Pump (IABP) Insertion,Therapeutic,45000,85000,National,public,AI-Enriched-2026
CV-349,การใช้เครื่องช่วยพยุงการทำงานของปอดและหัวใจ (ECMO) - เริ่มต้น,ECMO Initiation and First 24 Hours - Private,Therapeutic,250000,450000,Bangkok,private,AI-Enriched-2026
CV-350,การประเมินเพื่อเตรียมเปลี่ยนหัวใจ,Heart Transplant Evaluation,Therapeutic,35000,75000,National,public,AI-Enriched-2026
CV-351,การตรวจสวนหัวใจด้านขวา (RHC) - เอกชน,Right Heart Catheterization (RHC) - Private,Surgery,45000,75000,Bangkok,private,AI-Enriched-2026
CV-352,การตรวจสวนหัวใจด้านซ้าย (LHC),Left Heart Catheterization (LHC),Surgery,18000,35000,National,public,AI-Enriched-2026
CV-353,การตัดชิ้นเนื้อกล้ามเนื้อหัวใจ (เอกชน),Endomyocardial Biopsy - Private,Surgery,65000,110000,Bangkok,private,AI-Enriched-2026
