icd_code,diagnosis_name,procedure_type,min_days,max_days,typical_days,notes,source
N21.1,Calculus in urethra,InPatient,1,2,1,Acute urinary retention due to impacted urethral stone; urgent removal.,AI-Enriched-WHO-ThaiDRG
N21.8,Other lower urinary tract calculus,InPatient,1,3,2,Management of stones located in the bladder neck or other lower segments.,AI-Enriched-WHO-ThaiDRG
N21.9,"Calculus of lower urinary tract, unspecified",InPatient,1,3,2,Observation and pain relief for smaller lower urinary tract stones.,AI-Enriched-WHO-ThaiDRG
N23,"Renal colic, unspecified",OutPatient,0,0,0,Emergency department management with analgesics and outpatient follow-up.,AI-Enriched-WHO-ThaiDRG
N13.0,Hydronephrosis with ureteropelvic junction obstruction,InPatient,2,5,3,Evaluation for surgical repair (pyeloplasty) if symptomatic or causing loss of function.,AI-Enriched-WHO-ThaiDRG
N13.4,Hydroureter,InPatient,2,4,3,Dilation of ureter due to distal obstruction; workup for reflux or stone.,AI-Enriched-WHO-ThaiDRG
N13.5,Kinking and stricture of ureter without hydronephrosis,InPatient,2,4,3,Functional imaging and management of ureteral strictures.,AI-Enriched-WHO-ThaiDRG
N13.70,"Vesicoureteral-reflux with nephropathy, unspecified",InPatient,3,6,4,Prevention of further renal scarring and management of UTI complications.,AI-Enriched-WHO-ThaiDRG
N13.8,Other obstructive and reflux uropathy,InPatient,2,5,3,Management of complex obstructions not otherwise specified.,AI-Enriched-WHO-ThaiDRG
N13.9,"Obstructive and reflux uropathy, unspecified",InPatient,2,4,3,Stabilization of kidney function in the presence of urinary tract blockage.,AI-Enriched-WHO-ThaiDRG
N00.0,"Acute nephritic syndrome, minor glomerular abnormality",InPatient,3,6,4,"Management of acute hematuria, proteinuria, and hypertension.",AI-Enriched-WHO-ThaiDRG
N00.2,"Acute nephritic syndrome, diffuse membranous glomerulonephritis",InPatient,4,8,6,Intensive workup and immunosuppression for acute membranous GN.,AI-Enriched-WHO-ThaiDRG
N00.3,"Acute nephritic syndrome, diffuse mesangial proliferative glomerulonephritis",InPatient,4,7,5,Often IgA nephropathy flare; monitoring renal function and blood pressure.,AI-Enriched-WHO-ThaiDRG
N04.0,"Nephrotic syndrome, minor glomerular abnormality",InPatient,3,7,4,Initial management of edema and corticosteroid initiation in MCD.,AI-Enriched-WHO-ThaiDRG
N04.2,"Nephrotic syndrome, diffuse membranous glomerulonephritis",InPatient,4,9,6,Evaluation for secondary causes (malignancy/lupus) and anticoagulation if needed.,AI-Enriched-WHO-ThaiDRG
N04.3,"Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis",InPatient,4,8,5,Management of refractory proteinuria and fluid balance.,AI-Enriched-WHO-ThaiDRG
N15.0,"Nephropathy, not specified as acute or chronic, in diseases classified elsewhere",InPatient,3,6,4,Renal involvement in systemic diseases requiring hospital observation.,AI-Enriched-WHO-ThaiDRG
N15.8,Other specified kidney tubulo-interstitial diseases,InPatient,3,7,5,Chronic interstitial changes management and metabolic complication monitoring.,AI-Enriched-WHO-ThaiDRG
J45.0,Predominantly allergic asthma,InPatient,2,5,3,Admission for acute exacerbation of allergic asthma; requires bronchodilator therapy and allergen avoidance.,AI-Enriched-WHO-ThaiDRG
J45.1,Nonallergic asthma,InPatient,2,6,4,Intrinsic asthma exacerbation; monitoring for response to systemic corticosteroids and nebulization.,AI-Enriched-WHO-ThaiDRG
J45.8,Mixed asthma,InPatient,3,7,5,Combination of extrinsic and intrinsic asthma triggers; requiring intensive management of airway inflammation.,AI-Enriched-WHO-ThaiDRG
J45.90,Unspecified asthma,InPatient,2,5,3,General asthma exacerbation without specific sub-classification; stabilization of peak flow levels.,AI-Enriched-WHO-ThaiDRG
J44.89,Other specified chronic obstructive pulmonary disease,InPatient,4,9,6,Chronic obstructive symptoms not elsewhere classified; focus on oxygen weaning and secretion clearance.,AI-Enriched-WHO-ThaiDRG
J96.00,"Acute respiratory failure, unspecified",InPatient,5,14,8,Rapid onset respiratory distress requiring oxygen support and potential mechanical ventilation.,AI-Enriched-WHO-ThaiDRG
J96.01,Acute respiratory failure with hypoxia,InPatient,6,15,10,Acute Type I respiratory failure requiring high-flow oxygen or CPAP management.,AI-Enriched-WHO-ThaiDRG
J96.02,Acute respiratory failure with hypercapnia,InPatient,6,15,10,Acute Type II respiratory failure; requires non-invasive ventilation (NIV) to manage CO2 retention.,AI-Enriched-WHO-ThaiDRG
J96.10,"Chronic respiratory failure, unspecified",InPatient,4,10,7,Management of long-term ventilatory failure; focus on stabilization and home oxygen titration.,AI-Enriched-WHO-ThaiDRG
J96.11,Chronic respiratory failure with hypoxia,InPatient,5,12,8,"Chronic Type I failure management, often secondary to advanced lung fibrosis or COPD.",AI-Enriched-WHO-ThaiDRG
J96.12,Chronic respiratory failure with hypercapnia,InPatient,5,12,8,Long-term hypercapnic management; optimization of home CPAP/BiPAP settings.,AI-Enriched-WHO-ThaiDRG
J96.20,"Acute on chronic respiratory failure, unspecified",InPatient,7,18,11,Sudden worsening of pre-existing respiratory failure; requires intensive stabilization.,AI-Enriched-WHO-ThaiDRG
J96.21,Acute on chronic respiratory failure with hypoxia,InPatient,8,20,12,Acute decompensation of chronic hypoxia; high risk of multi-organ failure.,AI-Enriched-WHO-ThaiDRG
J96.22,Acute on chronic respiratory failure with hypercapnia,InPatient,8,20,12,Severe CO2 narcosis in chronic COPD patients; requires emergent NIV or intubation.,AI-Enriched-WHO-ThaiDRG
J96.90,"Respiratory failure, unspecified, type unspecified",InPatient,4,10,6,General diagnosis for patients requiring admission for severe respiratory insufficiency.,AI-Enriched-WHO-ThaiDRG
J96.91,"Respiratory failure, unspecified with hypoxia",InPatient,5,11,7,Hypoxemic state requiring clinical workup to identify underlying pulmonary or cardiac cause.,AI-Enriched-WHO-ThaiDRG
J96.92,"Respiratory failure, unspecified with hypercapnia",InPatient,5,11,7,Hypercapnic state requiring ventilatory support and monitoring of arterial blood gases.,AI-Enriched-WHO-ThaiDRG
J95.00,Unspecified tracheostomy complication,InPatient,3,10,5,Management of issues related to tracheostomy tube placement or function.,AI-Enriched-WHO-ThaiDRG
J95.01,Hemorrhage from tracheostomy stoma,InPatient,2,7,4,Active bleeding control at the tracheostomy site; requires surgical review and wound care.,AI-Enriched-WHO-ThaiDRG
J95.02,Infection of tracheostomy stoma,InPatient,4,10,6,Localized infection requiring intravenous antibiotics and intensive site hygiene.,AI-Enriched-WHO-ThaiDRG
J95.03,Tracheo-esophageal fistula following tracheostomy,InPatient,10,25,15,Serious complication requiring surgical repair and specialized nutritional support.,AI-Enriched-WHO-ThaiDRG
J95.04,Tracheostomy stoma erosion,InPatient,5,14,8,Management of tissue necrosis or breakdown around the stoma site.,AI-Enriched-WHO-ThaiDRG
J95.09,Other tracheostomy complications,InPatient,3,9,5,Includes tube displacement or mechanical obstruction requiring inpatient intervention.,AI-Enriched-WHO-ThaiDRG
J95.1,Acute pulmonary insufficiency following thoracic surgery,InPatient,5,14,8,Post-operative monitoring for atelectasis and gas exchange impairment after lung surgery.,AI-Enriched-WHO-ThaiDRG
J95.2,Acute pulmonary insufficiency following nonthoracic surgery,InPatient,4,12,7,Respiratory failure occurring after general abdominal or orthopedic procedures.,AI-Enriched-WHO-ThaiDRG
J95.3,Chronic pulmonary insufficiency following surgery,InPatient,7,20,12,Management of long-term ventilatory dependency post-procedure.,AI-Enriched-WHO-ThaiDRG
J95.4,Mendelson's syndrome,InPatient,5,14,9,Chemical pneumonitis due to aspiration of gastric contents during anesthesia.,AI-Enriched-WHO-ThaiDRG
J95.5,Post-procedural subglottic stenosis,InPatient,4,12,7,Airway narrowing after prolonged intubation; requires ENT consultation.,AI-Enriched-WHO-ThaiDRG
J95.811,Postprocedural pneumothorax,InPatient,3,7,4,"Lung collapse following invasive procedure (e.g., central line insertion); requires chest tube.",AI-Enriched-WHO-ThaiDRG
J95.812,Postprocedural hemothorax,InPatient,4,10,6,Accumulation of blood in pleura post-surgery; requires drainage and monitoring for shock.,AI-Enriched-WHO-ThaiDRG
J95.821,Postprocedural acute respiratory failure,InPatient,5,15,9,Failure to wean from ventilator or sudden collapse post-extubation.,AI-Enriched-WHO-ThaiDRG
J95.822,Postprocedural chronic respiratory failure,InPatient,10,30,15,Persistent failure following surgery requiring long-term care planning.,AI-Enriched-WHO-ThaiDRG
J95.84,Transfusion-associated acute lung injury,InPatient,5,14,8,Acute lung injury (TRALI) following blood product transfusion; intensive support required.,AI-Enriched-WHO-ThaiDRG
J95.89,Other postprocedural respiratory disorders,InPatient,3,10,5,General category for miscellaneous iatrogenic respiratory complications.,AI-Enriched-WHO-ThaiDRG
J67.0,Farmer's lung,InPatient,5,12,7,Hypersensitivity pneumonitis due to moldy hay; requires steroids and oxygen.,AI-Enriched-WHO-ThaiDRG
J67.1,Bagassosis,InPatient,5,12,7,Respiratory reaction to moldy sugar cane residue (bagasse).,AI-Enriched-WHO-ThaiDRG
J67.2,Bird-fancier's lung,InPatient,5,12,7,Pneumonitis triggered by avian proteins; common in certain Thai agricultural settings.,AI-Enriched-WHO-ThaiDRG
J67.3,Suberosis,InPatient,5,12,7,Hypersensitivity to cork dust; management involves trigger avoidance and support.,AI-Enriched-WHO-ThaiDRG
J67.4,Malt-worker's lung,InPatient,5,12,7,Occupational lung disease due to Aspergillus clavatus spores in grain.,AI-Enriched-WHO-ThaiDRG
J67.5,Mushroom-worker's lung,InPatient,5,12,7,Inflammation caused by compost dust in mushroom cultivation.,AI-Enriched-WHO-ThaiDRG
J67.6,Maple-bark-stripper's lung,InPatient,5,12,7,Hypersensitivity pneumonitis due to Cryptostroma corticale.,AI-Enriched-WHO-ThaiDRG
J67.7,Air-conditioner and humidifier lung,InPatient,4,10,6,Lung inflammation from contaminated ventilation systems.,AI-Enriched-WHO-ThaiDRG
J67.8,Hypersensitivity pneumonitis due to other organic dusts,InPatient,5,12,7,General management of allergic lung inflammation from organic particles.,AI-Enriched-WHO-ThaiDRG
J67.9,Hypersensitivity pneumonitis due to unspecified organic dust,InPatient,4,10,6,Workup and treatment of unspecified allergic alveolitis.,AI-Enriched-WHO-ThaiDRG
J81.0,Acute pulmonary edema,InPatient,3,7,4,Emergency admission for fluid in lungs; requires diuresis and oxygenation.,AI-Enriched-WHO-ThaiDRG
J81.1,Chronic pulmonary edema,InPatient,4,9,6,"Management of persistent pulmonary congestion, often linked to heart failure.",AI-Enriched-WHO-ThaiDRG
J70.2,Acute drug-induced interstitial lung disease,InPatient,5,14,8,Lung toxicity caused by medication; requires withdrawal of agent and high-dose steroids.,AI-Enriched-WHO-ThaiDRG
J94.5,Other specified pleural conditions,InPatient,3,8,5,Includes pleural cysts or specific thickenings causing respiratory restriction.,AI-Enriched-WHO-ThaiDRG
J98.01,Acute bronchospasm,InPatient,1,4,2,Rapid onset airway constriction; requires intensive nebulization and observation.,AI-Enriched-WHO-ThaiDRG
J98.2,Interstitial emphysema,InPatient,4,10,6,Air tracking through lung interstitium; requires rest and close monitoring for pneumothorax.,AI-Enriched-WHO-ThaiDRG
A01.0,Typhoid fever,InPatient,5,10,7,Systemic infection with Salmonella typhi; requires IV antibiotics and monitoring for bowel perforation.,AI-Enriched-WHO-ThaiDRG
A01.1,Paratyphoid fever A,InPatient,5,10,7,Infection by S. paratyphi A; characterized by sustained fever and abdominal symptoms.,AI-Enriched-WHO-ThaiDRG
A01.2,Paratyphoid fever B,InPatient,5,10,7,Enteric fever caused by S. paratyphi B; requires fluid management and sensitive antibiotics.,AI-Enriched-WHO-ThaiDRG
A01.3,Paratyphoid fever C,InPatient,5,10,7,Infection by S. paratyphi C; less common but requires similar enteric precautions.,AI-Enriched-WHO-ThaiDRG
A01.4,"Paratyphoid fever, unspecified",InPatient,5,10,7,Salmonella paratyphi infection without serotype specification; inpatient care for hydration.,AI-Enriched-WHO-ThaiDRG
A05.1,Botulism food poisoning,InPatient,7,30,14,Severe neurotoxicity; requires antitoxin and often prolonged mechanical ventilation.,AI-Enriched-WHO-ThaiDRG
A06.4,Amebic liver abscess,InPatient,5,12,7,Entamoeba histolytica infection; requires IV metronidazole and potentially percutaneous drainage.,AI-Enriched-WHO-ThaiDRG
A06.5,Amebic lung abscess,InPatient,7,14,10,Pleuropulmonary amebiasis; requires prolonged antimicrobial therapy and respiratory support.,AI-Enriched-WHO-ThaiDRG
A21.0,Ulceroglandular tularaemia,InPatient,5,10,7,Francisella tularensis infection via skin contact; requires aminoglycosides.,AI-Enriched-WHO-ThaiDRG
A21.1,Oculoglandular tularaemia,InPatient,5,10,7,Tularemia with conjunctival involvement; requires systemic and topical therapy.,AI-Enriched-WHO-ThaiDRG
A21.2,Pneumonic tularaemia,InPatient,10,21,14,Severe pulmonary form of tularemia; high mortality risk without early intervention.,AI-Enriched-WHO-ThaiDRG
A23.0,Brucellosis due to Brucella melitensis,InPatient,5,14,7,Malta fever; requires combination therapy (Doxycycline/Rifampin) and fever monitoring.,AI-Enriched-WHO-ThaiDRG
A23.1,Brucellosis due to Brucella abortus,InPatient,5,12,7,Bovine brucellosis in humans; typically presents as undulant fever requiring IV initiation.,AI-Enriched-WHO-ThaiDRG
A24.1,Acute and fulminating melioidosis,InPatient,14,28,21,Burkholderia pseudomallei septicemia; requires intensive phase IV Ceftazidime.,AI-Enriched-WHO-ThaiDRG
A24.2,Subacute and chronic melioidosis,InPatient,10,21,14,Localized melioidosis; requires initial inpatient IV therapy to prevent dissemination.,AI-Enriched-WHO-ThaiDRG
A24.3,Other melioidosis,InPatient,7,14,10,Diverse presentations including osteomyelitis or lymphadenitis; focus on eradication.,AI-Enriched-WHO-ThaiDRG
A24.4,"Melioidosis, unspecified",InPatient,7,14,10,Suspected B. pseudomallei infection awaiting culture confirmation.,AI-Enriched-WHO-ThaiDRG
A25.0,Spirillosis,InPatient,5,10,7,Form of rat-bite fever; requires IV penicillin to prevent endocarditis complications.,AI-Enriched-WHO-ThaiDRG
A25.1,Streptobacillosis,InPatient,5,10,7,Haverhill fever; requires monitoring for migratory polyarthralgia and sepsis.,AI-Enriched-WHO-ThaiDRG
A26.0,Cutaneous erysipeloid,InPatient,3,7,5,Erysipelothrix rhusiopathiae infection; usually occupational; requires systemic therapy.,AI-Enriched-WHO-ThaiDRG
A27.0,Leptospirosis icterohaemorrhagica,InPatient,7,14,10,"Weil's disease; monitor for renal failure, jaundice, and pulmonary hemorrhage.",AI-Enriched-WHO-ThaiDRG
A28.1,Cat-scratch disease,InPatient,3,7,5,Bartonella henselae infection; inpatient care for severe lymphadenitis or neuroretinitis.,AI-Enriched-WHO-ThaiDRG
A32.0,Cutaneous listeriosis,InPatient,3,7,5,Listeria monocytogenes skin infection; focus on preventing systemic spread.,AI-Enriched-WHO-ThaiDRG
A32.7,Listerial sepsis,InPatient,10,21,14,Bacteremia with Listeria; high risk in elderly and neonates; requires IV Ampicillin.,AI-Enriched-WHO-ThaiDRG
A39.51,Meningococcal endocarditis,InPatient,14,28,21,Heart valve infection by Neisseria meningitidis; requires long-term IV therapy.,AI-Enriched-WHO-ThaiDRG
A42.1,Abdominal actinomycosis,InPatient,10,21,14,Chronic suppurative infection; requires surgical debridement and high-dose Penicillin.,AI-Enriched-WHO-ThaiDRG
A42.7,Actinomycotic sepsis,InPatient,14,28,21,Systemic dissemination of Actinomyces; intensive monitoring for multi-organ involvement.,AI-Enriched-WHO-ThaiDRG
A43.0,Pulmonary nocardiosis,InPatient,10,21,14,Nocardia lung infection; requires sulfonamides and monitoring for brain abscess.,AI-Enriched-WHO-ThaiDRG
A43.1,Cutaneous nocardiosis,InPatient,5,12,7,Skin infection with Nocardia species; requires cultures and prolonged treatment.,AI-Enriched-WHO-ThaiDRG
A48.0,Gas gangrene,InPatient,10,28,14,Clostridial myonecrosis; surgical emergency; requires aggressive debridement.,AI-Enriched-WHO-ThaiDRG
A48.1,Legionnaires' disease,InPatient,7,14,10,Severe pneumonia due to Legionella pneumophila; requires Macrolides or Quinolones.,AI-Enriched-WHO-ThaiDRG
A48.3,Toxic shock syndrome,InPatient,7,14,10,Toxin-mediated multisystem disease; requires ICU support and source control.,AI-Enriched-WHO-ThaiDRG
A69.2,Lyme disease,InPatient,5,14,7,Borrelia burgdorferi infection; inpatient needed for IV therapy in neuroborreliosis.,AI-Enriched-WHO-ThaiDRG
A75.0,Epidemic louse-borne typhus,InPatient,7,14,10,Rickettsia prowazekii infection; requires strict vector control and Tetracyclines.,AI-Enriched-WHO-ThaiDRG
A77.0,Rocky Mountain spotted fever,InPatient,5,12,7,Rickettsia rickettsii; monitor for vasculitis and hemodynamic instability.,AI-Enriched-WHO-ThaiDRG
A78,Q fever,InPatient,5,14,7,Coxiella burnetii infection; can present as atypical pneumonia or hepatitis.,AI-Enriched-WHO-ThaiDRG
