icd_code,diagnosis_group,expected_drug_classes,red_flag_drugs,max_drug_count,notes
A30.5,lepromatous_leprosy,multidrug_therapy(rifampicin;clofazimine;dapsone),monotherapy_of_any_kind;dapsone(if_severe_anemia),4,Multibacillary;treat_12_months;watch_for_erythema_nodosum_leprosum_reactions
A31.0,pulmonary_mycobacterial_infection_ntm,macrolides(clarithromycin_or_azithromycin);ethambutol;rifamycins(rifampicin_or_rifabutin),macrolide_monotherapy(rapid_resistance);antacids(reduce_absorption),4,Mycobacterium_avium_complex_common;treatment_continue_12_months_after_culture_negative
A32.7,listerial_sepsis,penicillins(ampicillin);aminoglycosides(gentamicin_synergy),cephalosporins(listeria_innately_resistant);clindamycin,3,Foodborne;risk_in_pregnancy_elderly_immunocompromised;iron_overload_increases_susceptibility
A33,tetanus_neonatorum,antibiotics(metronidazole_or_penicillin);muscle_relaxants(diazepam);human_tetanus_immunoglobulin,stimulants;aminoglycosides(neuromuscular_blockade_risk),5,Umbilical_stump_infection;minimize_stimuli;airway_management_crucial
A36.0,pharyngeal_diphtheria,diphtheria_antitoxin;antibiotics(erythromycin_or_penicillin_G);isolation,sedatives(respiratory_depression);beta_blockers(if_myocarditis),4,Pseudomembrane;monitor_airway_and_myocarditis;treat_close_contacts
A39.2,acute_meningococcemia,cephalosporins(ceftriaxone_IV);IV_fluids;vasopressors(if_shock),nsaids(bleeding_risk_DIC);nephrotoxic_agents(if_shock),5,Purpura_fulminans;droplet_precautions;chemoprophylaxis_for_contacts
A43.0,pulmonary_nocardiosis,sulfonamides(trimethoprim_sulfamethoxazole);carbapenems(imipenem);amikacin,penicillin_G(ineffective);steroids(without_coverage),4,Modified_acid_fast_staining;prolonged_treatment_6_12_months;brain_imaging_recommended
A48.1,legionnaires_disease,fluoroquinolones(levofloxacin);macrolides(azithromycin),beta_lactams(ineffective_intracellular);aminoglycosides,3,Hyponatremia_common;urinary_antigen_test;aerosolized_water_source
A48.3,toxic_shock_syndrome,antibiotics(clindamycin_plus_vancomycin_or_nafcillin);IV_fluids;vasopressors,nsaids(renal_injury_in_shock);steroids(controversial_unless_refractory_shock),6,Clindamycin_stops_toxin_production;remove_nidus_tampon_packing
A51.3,secondary_syphilis_skin,penicillins(benzathine_penicillin_g_IM);doxycycline(if_penicillin_allergic),macrolides(resistance_common);steroids(masks_symptoms),2,Palmar_plantar_rash;Jarisch_Herxheimer_reaction_possible_after_treatment
A54.1,gonococcal_abscess_lower_gu,cephalosporins(ceftriaxone_IM_IV);doxycycline_or_azithromycin(chlamydia_coverage),fluoroquinolones(high_resistance);oral_cephalosporins_monotherapy,3,Drainage_of_bartholin_or_paraurethral_abscess;treat_partners
A54.5,gonococcal_pharyngitis,cephalosporins(ceftriaxone_IM);azithromycin(co_treatment),oral_cefixime(poor_pharyngeal_penetration);spectinomycin(ineffective_pharyngeal),2,Often_asymptomatic;requires_higher_doses_or_specific_regimens_compared_to_genital
A56.1,chlamydial_pelvic_inflammatory_disease,antibiotics(ceftriaxone_plus_doxycycline_plus_metronidazole),antibiotics_monotherapy;IUD_retention(consider_removal_if_no_improvement),4,Risk_of_infertility;treat_partners;assess_severity_for_admission
A60.1,herpes_viral_infection_perianal,antivirals(acyclovir_or_valacyclovir);topical_analgesics,topical_steroids_monotherapy(worsens_viral_shedding);strong_opioids(constipation),3,Recurrent_nature;exclude_syphilis_coinfection;suppressive_therapy_if_frequent
A74.0,chlamydial_conjunctivitis,macrolides(oral_azithromycin);tetracyclines(oral_doxycycline),topical_antibiotics_only(insufficient_for_chlamydia);topical_steroids,2,Systemic_treatment_required_to_clear_infection;check_genital_source
A75.3,scrub_typhus,tetracyclines(doxycycline);macrolides(azithromycin_if_pregnant_or_child),beta_lactams(ineffective);aminoglycosides,2,Eschar_site_of_mite_bite;common_in_Thai_rural_areas;rapid_response_to_doxycycline
A92.8,zika_virus_disease,antipyretics(paracetamol);IV_fluids;rest,aspirin_and_NSAIDs(avoid_until_dengue_ruled_out_bleeding_risk),3,Pregnancy_risk_microcephaly;mosquito_control;sexual_transmission_possible
B08.1,molluscum_contagiosum,topical_keratolytics(salicylic_acid);topical_immunomodulators(imiquimod);cryotherapy,systemic_steroids;topical_steroids_long_term,2,Poxvirus;common_in_children_and_immunocompromised;avoid_sharing_towels
B08.5,enteroviral_vesicular_pharyngitis,analgesics(paracetamol_or_ibuprofen);topical_anesthetics(lidocaine_viscous),antibiotics(viral_etiology);aspirin(Reye_syndrome_risk_in_kids),3,Herpangina;hydration_important_due_to_painful_swallowing;coxsackie_virus
B17.2,acute_hepatitis_e,supportive_care;ribavirin(only_if_severe_chronic_or_immunocompromised),hepatotoxic_drugs(paracetamol_high_dose_statins);alcohol,2,High_mortality_in_pregnant_women_3rd_trimester;waterborne_fecal_oral
B25.8,cmv_retinitis,antivirals(valganciclovir_oral_or_ganciclovir_intravitreal),systemic_steroids(worsens_infection);zidovudine(additive_myelosuppression),4,Sight_threatening_in_HIV_CD4_low;induction_and_maintenance_phases
B26.0,mumps_orchitis,analgesics(NSAIDs);scrotal_support;cold_packs,antibiotics;aspirin_in_children,2,Post_pubertal_males;risk_of_atrophy_rarely_sterility;conservative_management
B30.0,adenoviral_keratoconjunctivitis,artificial_tears;cold_compresses;topical_steroids(only_for_severe_infiltrates_by_specialist),topical_antibiotics(unnecessary);topical_anesthetics_for_home_use(corneal_melt),2,Epidemic_keratoconjunctivitis;highly_contagious;hand_hygiene
B35.0,tinea_capitis,antifungals_systemic(griseofulvin_or_terbinafine);adjunct_shampoo(selenium_sulfide),topical_antifungals_only(ineffective_penetration_into_hair_shaft),3,Kerion_may_occur;treat_household_contacts_carriers;oral_therapy_weeks_months
B36.0,pityriasis_versicolor,topical_antifungals(ketoconazole_shampoo_or_clotrimazole_cream);oral_fluconazole(if_widespread),topical_steroids(promotes_fungal_growth),2,Malassezia_yeast;hypopigmentation_persists_after_cure;recurrence_common_in_heat
B44.0,invasive_pulmonary_aspergillosis,antifungals(voriconazole_preferred_or_isavuconazole_or_amphotericin_b),fluconazole(no_aspergillus_activity);prophylactic_antibiotics_broad_spectrum,4,Halo_sign_ct;galactomannan_antigen;monitor_voriconazole_levels_and_vision
B45.1,cryptococcal_meningitis,induction(amphotericin_b_plus_flucytosine);consolidation(fluconazole_high_dose),echinocandins(ineffective);steroids(routine_use_worsens_outcomes_unless_iris),5,Monitor_intracranial_pressure;therapeutic_lumbar_punctures;common_in_HIV
B48.4,talaromycosis_penicilliosis,induction(amphotericin_b);maintenance(itraconazole),fluconazole(resistance_common);echinocandins(variable_efficacy),4,Endemic_SE_Asia_Thailand;skin_papules_with_central_necrosis;HIV_indicator_disease
B53.1,malaria_plasmodium_knowlesi,artemisinin_combination_therapy(artesunate_mefloquine);chloroquine(if_proven_sensitive),primaquine_in_G6PD_deficiency;corticosteroids(cerebral_malaria_risk),3,Zoonotic_macaques;24hr_replication_cycle_rapid_hyperparasitemia;treat_as_severe_if_doubt
B58.2,toxoplasma_meningoencephalitis,antiparasitics(pyrimethamine_plus_sulfadiazine_plus_leucovorin);trimethoprim_sulfamethoxazole(alternative),steroids_monotherapy;folic_acid(antagonizes_pyrimethamine_use_folinic_instead),5,Ring_enhancing_lesions_MRI;common_in_AIDS;prophylaxis_if_CD4_low
B59,pneumocystosis_pcp,antibiotics(trimethoprim_sulfamethoxazole_high_dose);corticosteroids(if_hypoxic_Aa_gradient_high),penicillins(ineffective);beta_blockers(if_severe_respiratory_failure),4,Fungal_pneumonia;ground_glass_opacities;start_steroids_early_if_paO2_low
B66.0,opisthorchiasis,anthelmintics(praziquantel),hepatotoxic_agents_if_biliary_obstruction,2,Liver_fluke_from_raw_fish_koi_pla;risk_cholangiocarcinoma;screen_stool_ova
B69.0,neurocysticercosis,anthelmintics(albendazole_plus_praziquantel);corticosteroids(prevent_inflammation);antiepileptics,anthelmintics_without_steroids(seizure_risk_from_dying_cysts);ocular_cyst_treatment(blindness_risk),5,Calcified_cysts_cause_seizures;treat_active_cysts_carefully;fundoscopy_first
B74.1,filariasis_brugia_malayi,anthelmintics(diethylcarbamazine_DEC_plus_albendazole),DEC_in_onchocerciasis_coinfection(mazzotti_reaction);rapid_kill_drugs_if_high_load,3,Lymphedema_management;nocturnal_periodicity_for_diagnosis;vector_mosquitoes
B78.7,disseminated_strongyloidiasis,anthelmintics(ivermectin);antibiotics(for_gram_negative_sepsis_translocation),corticosteroids(precipitates_hyperinfection);antimotility_agents,5,Hyperinfection_syndrome_high_mortality;larva_currens_rash;screen_before_immunosuppression
B83.1,gnathostomiasis,anthelmintics(albendazole_or_ivermectin),praziquantel(may_stimulate_migration_worsening_symptoms);steroids_monotherapy,2,Cutaneous_migratory_swellings;raw_freshwater_fish_eels;relapse_common
C00.1,lip_cancer_external,antineoplastics(cisplatin_fluorouracil);topical_agents(imiquimod_rarely);analgesics,tobacco;alcohol;photosensitizing_agents,4,Surgical_resection_priority;sun_protection_advised
C02.0,tongue_cancer_dorsal,antineoplastics(cisplatin_docetaxel);opioids(morphine);antibiotics(clindamycin_post_op),anticoagulants(bleeding_risk_tumor);tobacco,5,Speech_therapy_rehab;nutritional_support_needed
C04.0,mouth_floor_cancer,antineoplastics(cisplatin_fluorouracil_cetuximab);analgesics;antiemetics,alcohol;irritant_mouthwashes,5,High_risk_nodal_metastasis;dental_evaluation_pre_radiation
C05.1,soft_palate_cancer,antineoplastics(carboplatin_paclitaxel);radiosensitizers;opioids,tobacco;hot_fluids(mucositis_risk),5,Dysphagia_management;airway_protection
C06.0,buccal_mucosa_cancer,antineoplastics(cisplatin);analgesics;antiseptic_mouthwash,betel_quid;tobacco;alcohol,5,Often_associated_with_betel_nut_chewing;reconstructive_surgery_support
C09.9,tonsil_malignancy,antineoplastics(cisplatin_fluorouracil);monoclonal_antibodies(cetuximab);analgesics,immunosuppressants(unless_transplant);tobacco,5,Check_HPV_status;radiotherapy_cornerstone
C10.0,oropharyngeal_cancer_vallecula,antineoplastics(carboplatin_fluorouracil);antiemetics;opioids,sedatives(aspiration_risk);alcohol,6,Airway_compromise_risk;feeding_tube_often_needed
C13.0,hypopharyngeal_cancer_postcricoid,antineoplastics(docetaxel_cisplatin_fluorouracil);prokinetic_agents;nutritional_supplements,anticholinergics(drying);tobacco,6,Plummer_Vinson_syndrome_association;high_metastatic_potential
C17.1,small_bowel_cancer_jejunum,antineoplastics(oxaliplatin_capecitabine);antiemetics;analgesics,NSAIDs(bleeding_risk);prokinetics(if_obstruction),5,Adenocarcinoma_protocol;manage_obstruction_risk
C22.2,hepatoblastoma,antineoplastics(cisplatin_doxorubicin_vincristine);hepatoprotectants;antiemetics,nephrotoxic_agents(additive_cisplatin);alcohol,6,Pediatric_population_predominant;monitor_alpha_fetoprotein
C24.1,ampullary_cancer,antineoplastics(gemcitabine_cisplatin);pancreatic_enzymes;analgesics,anticoagulants(procedure_risk);hepatotoxic_drugs,5,Whipple_procedure_post_care;biliary_drainage_support
C30.0,nasal_cavity_cancer,antineoplastics(cisplatin_fluorouracil);nasal_decongestants(cautious_use);analgesics,anticoagulants(epistaxis_risk);irritant_sprays,5,Differentiate_squamous_from_adenocarcinoma;visual_monitoring
C31.0,maxillary_sinus_cancer,antineoplastics(cisplatin_carboplatin);opioids;antibiotics(sinusitis_prevention),tobacco;vasoconstrictors_prolonged,5,Orbital_invasion_check;post_maxillectomy_care
C33,tracheal_malignancy,antineoplastics(carboplatin_paclitaxel);bronchodilators;corticosteroids(airway_edema),sedatives(respiratory_depression);beta_blockers(if_reactive_airway),6,Rare_tumor;interventional_bronchoscopy_stenting
C37,thymic_malignancy,antineoplastics(cisplatin_doxorubicin_cyclophosphamide);corticosteroids;pyridostigmine(if_myasthenia),immune_checkpoint_inhibitors(myositis_risk_thymoma);neuromuscular_blockers(cautious),6,Associated_with_myasthenia_gravis;monitor_autoimmune_sequelae
C38.0,heart_malignancy_primary,antineoplastics(doxorubicin_ifosfamide);antiarrhythmics;anticoagulants,cardiotoxic_agents(excessive);fluid_overload,6,Angiosarcoma_most_common;echocardiogram_monitoring
C41.2,vertebral_malignancy,antineoplastics(denosumab_bisphosphonates);corticosteroids(cord_compression);opioids,anticoagulants(bleeding_in_confined_space);chiropractic_manipulation,6,Monitor_cord_compression;radiation_oncology_referral
C45.1,peritoneal_mesothelioma,antineoplastics(pemetrexed_cisplatin);folic_acid_vitamin_b12;antiemetics,nephrotoxic_drugs;asbestos_exposure(ongoing),6,Heated_intraperitoneal_chemotherapy_HIPEC_consideration
C46.1,kaposi_sarcoma_soft_tissue,antineoplastics(liposomal_doxorubicin);antiretrovirals(if_HIV);topical_retinoids,corticosteroids(exacerbation_risk);immunosuppressants(reduce_dose),5,HHV8_associated;check_HIV_status;HAART_is_first_line_if_HIV
C47.0,peripheral_nerve_malignancy_head_neck,antineoplastics(doxorubicin_ifosfamide);gabapentinoids(neuropathic_pain);opioids,neurotoxic_agents(vincristine_additive);alcohol,5,Malignant_peripheral_nerve_sheath_tumor;neurofibromatosis_association
C48.0,retroperitoneal_malignancy,antineoplastics(doxorubicin_dacarbazine);analgesics;stool_softeners,nephrotoxic_agents(ureter_compression);anticoagulants_pre_surgery,5,Sarcoma_common;monitor_renal_function_ureteral_obstruction
C55,uterine_cancer_unspecified,antineoplastics(carboplatin_paclitaxel_doxorubicin);antiemetics;hormonal_therapy,estrogen_monotherapy;tamoxifen(if_sarcoma_subtype),5,Clarify_histology_sarcoma_vs_carcinoma;post_hysterectomy_care
C57.0,fallopian_tube_cancer,antineoplastics(carboplatin_paclitaxel);antiemetics;bevacizumab,estrogen_replacement;nephrotoxic_drugs,5,Treat_like_ovarian_cancer;BRCA_testing_indicated
C60.1,penile_cancer_glans,antineoplastics(cisplatin_fluorouracil_paclitaxel);topical_chemo(5FU_early);analgesics,immunosuppressants;tobacco,4,Human_papillomavirus_association;psychological_support
C63.0,epididymal_malignancy,antineoplastics(BEP_regimen_if_germ_cell);analgesics;scrotal_support,testosterone_replacement(active_tumor);hot_baths,4,Extremely_rare;differentiate_from_adenomatoid_tumor
C68.0,urethral_cancer,antineoplastics(gemcitabine_cisplatin);anticholinergics(spasms);analgesics,nephrotoxic_agents;foley_catheter(prolonged_infection_risk),5,Urinary_retention_management;proximal_vs_distal_prognosis
C70.0,cerebral_meningeal_malignancy,antineoplastics(bevacizumab_rarely);corticosteroids(dexamethasone);anticonvulsants,anticoagulants(hemorrhage_risk);hormone_replacement(meningioma_growth),5,Differentiate_aggressive_meningioma_from_carcinomatosis
C72.0,spinal_cord_malignancy,corticosteroids(dexamethasone);antineoplastics(temozolomide);analgesics,anticoagulants;intrathecal_toxic_drugs,5,Glioma_or_ependymoma;preserve_neurological_function
C75.1,pituitary_gland_malignancy,dopamine_agonists(cabergoline);somatostatin_analogs;chemotherapy(temozolomide_refractory),antipsychotics(elevate_prolactin);estrogens,4,Carcinoma_rare;manage_hormone_excess_or_deficiency
C76.0,head_face_neck_malignancy_ill_defined,antineoplastics(cisplatin_based_empiric);analgesics;nutritional_support,ototoxic_drugs;nephrotoxic_drugs,5,Diagnostic_workup_priority;panendoscopy_needed
C77.0,lymph_node_metastasis_head_neck,antineoplastics(cisplatin_fluorouracil);analgesics;antibiotics(post_biopsy),anticoagulants(biopsy_risk);immunosuppressants,5,Occult_primary_search;EBV_HPV_testing
C78.0,secondary_lung_malignancy,antineoplastics(matched_to_primary);bronchodilators;antitussives,smoking;pulmonary_toxic_drugs(bleomycin_cumulative),5,Palliative_intent_usually;manage_dyspnea_effusions
C79.3,secondary_brain_meninges_malignancy,corticosteroids(dexamethasone);anticonvulsants;whole_brain_radiation_adjuncts,anticoagulants(bleed_risk);sedatives_excessive,6,Control_intracranial_pressure;seizure_prophylaxis_consideration
C80.0,unknown_primary_malignancy,antineoplastics(carboplatin_paclitaxel_empiric);antiemetics;analgesics,specific_targeted_therapy(without_biomarker);investigational_drugs,5,Broad_spectrum_chemo;immunohistochemistry_crucial
C86.0,extranodal_nk_t_cell_lymphoma_nasal,antineoplastics(asparaginase_methotrexate_dexamethasone);antibiotics;antivirals,anthracyclines(P_glycoprotein_resistance);immunosuppressants,7,SMILE_regimen_common;EBV_associated;monitor_fibrinogen
C91.3,prolymphocytic_leukemia_b_cell,antineoplastics(rituximab_fludarabine_cyclophosphamide);anti_infectives;uric_acid_reducers,live_vaccines;nephrotoxic_agents,6,Aggressive_course;tumor_lysis_syndrome_risk
C91.5,adult_t_cell_leukemia_lymphoma,antineoplastics(zidovudine_interferon_alfa);corticosteroids;antivirals,immunosuppressants_strong(risk_opp_infection);strongyloides_untreated,6,HTLV_1_associated;check_strongyloides_hyperinfection_risk
C92.4,acute_promyelocytic_leukemia,retinoids(tretinoin_ATRA);arsenic_compounds(arsenic_trioxide);blood_products,chemotherapy_monotherapy_early;antifibrinolytics(unless_severe_bleed),6,Medical_emergency_DIC_risk;differentiation_syndrome_alert
C92.5,acute_myelomonocytic_leukemia,antineoplastics(cytarabine_daunorubicin);anti_infectives;allopurinol,aspirin;NSAIDs(platelet_dysfunction),7,7_plus_3_regimen;bone_marrow_transplant_evaluation
D00.1,esophagus_carcinoma_in_situ,acid_suppressants(PPIs);topical_anesthetics(procedures);nutritional_support,alcohol;tobacco;erosive_medications(bisphosphonates),3,Endoscopic_resection_ESD_EMR;surveillance_strict
D01.0,colon_carcinoma_in_situ,laxatives(pre_procedure);analgesics(post_polypectomy),anticoagulants(hold_for_procedure);NSAIDs(long_term_chemoprevention_controversial),3,Polypectomy_is_curative;follow_up_colonoscopy
