icd_code,diagnosis_group,expected_diagnostics,conditional_diagnostics,unnecessary_diagnostics,max_diagnostic_count,clinical_pathway_source,notes
J84.0,alveolar_proteinosis,chest_xray;hrct_chest;serum_gm_csf_autoantibody,bronchoalveolar_lavage(milky_fluid);lung_biopsy(pas_positive);abg,antibiotics_routine;steroids(worsens_prognosis_often),6,general,Crazy-paving pattern on CT; accumulation of surfactant
J84.1,other_interstitial_pulmonary_fibrosis,hrct_chest;spirometry;dlco,autoimmune_panel(rule_out_ctd);echocardiogram(pulmonary_hypertension);6_min_walk_test,sputum_culture_routine;d_dimer,7,general,IPF or NSIP patterns; multidisciplinary diagnosis needed
J95.1,acute_pulmonary_insufficiency_post_thoracic_surgery,chest_xray;abg;cbc,ct_pulmonary_angiogram(pe_suspicion);echocardiogram;bronchoscopy(atelectasis),mri_brain;amylase,6,general_surgery,Monitor for ALI/ARDS post-op
K22.6,mallory_weiss_syndrome,cbc;esophagogastroduodenoscopy,coagulation_panel(if_bleeding_active);blood_transfusion_crossmatch(if_severe_anemia);bun_creatinine(if_shock_risk),colonoscopy;barium_swallow(if_endoscopy_planned),6,moph_thailand_general,Associated with forceful vomiting; alcohol history common; endoscopic hemostasis may be needed
K21.0,gerd_esophagitis,esophagogastroduodenoscopy,h_pylori_test(if_gastritis_suspected);biopsy(if_barretts_suspected);24h_ph_monitoring(if_diagnosis_unclear),ct_abdomen;mri_abdomen;colonoscopy,4,moph_thailand_general,Confirm severity of esophagitis (Los Angeles classification)
K25.0,gastric_ulcer_hemorrhage,cbc;esophagogastroduodenoscopy;bun;creatinine,coagulation_panel(if_anticoagulated);blood_type_crossmatch(if_hb_low);h_pylori_test(post_acute_phase),barium_meal(contraindicated_in_active_bleed);colonoscopy,8,moph_thailand_general,Endoscopic hemostasis may be required immediately; monitor for rebleeding
K25.1,gastric_ulcer_perforation,cbc;chest_xray_upright;abdominal_xray;amylase,ct_abdomen(if_xray_inconclusive);lactate(if_sepsis);pre_op_panel(always_if_surgery),esophagogastroduodenoscopy(contraindicated);barium_meal,8,moph_thailand_general,Air under diaphragm on CXR; surgical emergency
K25.2,gastric_ulcer_hemorrhage_perforation,cbc;blood_type_crossmatch;chest_xray_upright,ct_abdomen(surgical_planning);coagulation_panel;lactate;arterial_blood_gas,endoscopy(risk_of_worsening_perf);barium_study,8,moph_thailand_general,Critical condition; manage shock and perforation simultaneously
K25.3,gastric_ulcer_uncomplicated,esophagogastroduodenoscopy;h_pylori_test;cbc,biopsy(exclude_malignancy);urea_breath_test(follow_up),ct_abdomen;tumor_markers,5,moph_thailand_general,Biopsy gastric ulcers to rule out cancer; treat H. pylori if positive
K26.0,duodenal_ulcer_hemorrhage,cbc;esophagogastroduodenoscopy;bun,blood_type_crossmatch(if_unstable);coagulation_panel;h_pylori_test,colonoscopy;ct_head,7,moph_thailand_general,Posterior duodenal ulcers may bleed from gastroduodenal artery
K26.1,duodenal_ulcer_perforation,chest_xray_upright;abdominal_xray;cbc,ct_abdomen(if_air_not_seen);amylase(exclude_pancreatitis);electrolytes,endoscopy;oral_contrast_study,7,moph_thailand_general,Free air typically visible; severe epigastric pain; NPO
K26.3,duodenal_ulcer_uncomplicated,h_pylori_test;esophagogastroduodenoscopy;cbc,urea_breath_test(confirmation),ct_abdomen;biopsy(duodenal_ulcers_rarely_malignant),4,moph_thailand_general,Strongly associated with H. pylori; eradicate and recheck
K29.0,acute_hemorrhagic_gastritis,cbc;esophagogastroduodenoscopy,coagulation_panel(if_liver_disease);h_pylori_test;stool_occult_blood,colonoscopy;barium_swallow,5,moph_thailand_general,Erosions visible on endoscopy; check NSAID/alcohol history
K29.2,alcoholic_gastritis,cbc;liver_function_test;esophagogastroduodenoscopy,amylase(exclude_pancreatitis);coagulation_panel(if_cirrhosis_suspected),mri_abdomen;tumor_markers,6,moph_thailand_general,Correlate with alcohol history and LFTs; thiamine supplementation often needed
K29.3,chronic_superficial_gastritis,esophagogastroduodenoscopy;h_pylori_test,cbc(if_anemia_suspected);serum_b12(if_atrophy_suspected),ct_abdomen;pet_scan,4,moph_thailand_general,Common endoscopic finding; correlate with dyspepsia symptoms
K29.4,chronic_atrophic_gastritis,esophagogastroduodenoscopy;biopsy;serum_b12,anti_parietal_cell_antibody(if_autoimmune_suspected);h_pylori_test;cbc(pernicious_anemia),ct_scan;colonoscopy,6,moph_thailand_general,Risk factor for gastric cancer; monitor metaplasia
K29.5,chronic_gastritis_unspecified,esophagogastroduodenoscopy;h_pylori_test,cbc;biopsy;urea_breath_test,ercp;mrcp,4,moph_thailand_general,Baseline investigation for chronic dyspepsia
K29.7,gastritis_unspecified,cbc;h_pylori_test,esophagogastroduodenoscopy(if_alarm_symptoms);urea_breath_test,mri_abdomen,4,moph_thailand_general,Initial workup often empiric; endoscopy if age >50 or alarm signs
K31.3,pylorospasm,esophagogastroduodenoscopy;abdominal_ultrasound,upper_gi_series(if_endoscopy_negative);gastric_emptying_study(if_gastroparesis_suspected),colonoscopy;ct_chest,5,moph_thailand_general,Diagnosis of exclusion; rule out obstruction or ulcer
K50.0,crohns_small_intestine,cbc;crp;esr;albumin;stool_calprotectin,ct_enterography(stricture_assessment);colonoscopy_with_ileoscopy;capsule_endoscopy(if_obscure);iron_studies(anemia),barium_enema(low_sensitivity),8,moph_thailand_general,Terminal ileum most common site; evaluate for strictures and fistulas
K50.1,crohns_large_intestine,colonoscopy;biopsy;cbc;stool_calprotectin,c_difficile_toxin(flare_up);cmv_pcr(refractory);mri_pelvis(perianal_disease),capsule_endoscopy(if_stricture_suspected),7,moph_thailand_general,Patchy inflammation; granulomas on biopsy
K51.0,ulcerative_pancolitis,colonoscopy;cbc;electrolytes;albumin;abdominal_xray,c_difficile_toxin;stool_culture;cmv_biopsy(steroid_refractory);ct_abdomen(toxic_megacolon_suspicion),barium_enema(risk_of_toxic_megacolon),8,moph_thailand_general,Monitor for toxic megacolon in severe acute colitis
K51.2,ulcerative_proctitis,sigmoidoscopy;stool_calprotectin,colonoscopy(screen_proximal_disease);rectal_biopsy;sti_screen(if_risk_factors),ct_abdomen;capsule_endoscopy,5,moph_thailand_general,Disease limited to rectum; topical therapy often sufficient
K51.3,ulcerative_rectosigmoiditis,sigmoidoscopy;biopsy;cbc,colonoscopy(surveillance);stool_culture(exclude_infection),upper_endoscopy,5,moph_thailand_general,Distal colitis; urgency and bloody diarrhea common
K51.5,left_sided_colitis,colonoscopy;cbc;biopsy,iron_studies(if_anemic);stool_parasite_exam,capsule_endoscopy,6,moph_thailand_general,Inflammation distal to splenic flexure
K56.0,paralytic_ileus,abdominal_xray;electrolytes;cbc;bun;creatinine,ct_abdomen(exclude_mechanical_obstruction);magnesium_phosphate(metabolic_cause),barium_swallow;colonoscopy(unless_colonic_decompression_needed),7,moph_thailand_general,Check electrolytes and medications; supportive care
K56.1,intussusception,abdominal_ultrasound;abdominal_xray,ct_abdomen(adults);air_enema(children_therapeutic);cbc,upper_endoscopy,5,moph_thailand_general,Target sign on ultrasound; adults usually have lead point (tumor)
K56.2,volvulus,abdominal_xray;ct_abdomen,sigmoidoscopy(decompression_sigmoid);cbc;electrolytes;lactate(ischemia),oral_contrast_study;capsule_endoscopy,7,moph_thailand_general,Coffee bean sign; sigmoid most common; urgent decompression
K56.3,gallstone_ileus,abdominal_xray;ct_abdomen,abdominal_ultrasound(check_fistula);electrolytes;bun;creatinine,colonoscopy,6,moph_thailand_general,Pneumobilia + bowel obstruction + ectopic gallstone (Riglers triad)
K56.4,intestinal_impaction,abdominal_xray;digital_rectal_exam,ct_abdomen(rule_out_mass);electrolytes;thyroid_function(constipation_workup),mri_spine,5,moph_thailand_general,Fecal loading visible; common in elderly
K56.5,intestinal_adhesions_obstruction,abdominal_xray;ct_abdomen;cbc;electrolytes,lactate(bowel_ischemia);gastrografin_challenge(diagnostic_therapeutic),colonoscopy(unless_large_bowel_suspected),7,moph_thailand_general,History of prior surgery; air-fluid levels on X-ray
K56.6,intestinal_obstruction_unspecified,abdominal_xray_series;cbc;electrolytes;bun;creatinine,ct_abdomen(determine_cause);lactate;blood_gas,barium_meal(risk_of_inspissation),7,moph_thailand_general,Differentiate small vs large bowel obstruction
K57.0,diverticular_small_intestine_perforation,ct_abdomen;cbc;creatinine;blood_type_crossmatch,lactate;chest_xray(free_air);blood_culture(sepsis),barium_enema(contraindicated);colonoscopy(contraindicated),8,moph_thailand_general,Rare compared to colonic; surgical emergency
K57.1,diverticular_small_intestine_uncomplicated,cbc;abdominal_xray,ct_abdomen(if_pain_severe);enteroclysis(if_chronic_symptoms),pet_scan,5,moph_thailand_general,Often incidental or vague symptoms
K57.3,diverticular_large_intestine_uncomplicated,cbc;urinalysis,ct_abdomen(if_diverticulitis_suspected);colonoscopy(after_acute_phase_6_8_weeks),barium_enema(acute_phase);endoscopy_acute,5,moph_thailand_general,Left lower quadrant pain; confirm diagnosis with CT if acute
K70.0,alcoholic_fatty_liver,liver_function_test;cbc;abdominal_ultrasound,lipid_profile;fasting_glucose;fibroscan(fibrosis_assessment),ct_abdomen(if_ultrasound_clear);liver_biopsy(rarely_needed),6,moph_thailand_general,AST greater than ALT typical (2:1 ratio); reversible with abstinence
K70.3,alcoholic_cirrhosis,liver_function_test;cbc;inr;albumin;abdominal_ultrasound,afp(hcc_screen);endoscopy(varices_screen);ammonia(encephalopathy),ercp,8,moph_thailand_general,Signs of portal hypertension; monitor for decompensation
K71.3,toxic_chronic_hepatitis,liver_function_test;cbc;drug_level(if_measurable),liver_biopsy(confirm_diagnosis);autoimmune_markers(exclude_autoimmune),ercp,6,moph_thailand_general,History of hepatotoxic drug or herbal use; monitor LFT resolution
K73.0,chronic_persistent_hepatitis,liver_function_test;hbsag;anti_hcv;cbc,liver_biopsy;ana;asma(autoimmune_screen);fibroscan,ct_brain,7,moph_thailand_general,Older term; investigate viral and autoimmune causes
K74.0,hepatic_fibrosis,liver_function_test;platelet_count;fibroscan,liver_biopsy(gold_standard);hepatitis_serology;elf_test,pet_scan,6,moph_thailand_general,Staging of fibrosis guides treatment; surveillance for HCC may be needed
K74.3,primary_biliary_cirrhosis,liver_function_test;ama;ana;igm_level,liver_biopsy(if_ama_negative);abdominal_ultrasound;dexa_scan(bone_density),ercp(unless_overlap_psc_suspected),7,moph_thailand_general,Now Primary Biliary Cholangitis; cholestatic LFTs plus AMA
K74.6,cirrhosis_unspecified,liver_function_test;cbc;inr;albumin;abdominal_ultrasound,afp;viral_hepatitis_panel;ferritin;endoscopy(varices),laparoscopy,8,moph_thailand_general,"Establish etiology (viral, alcohol, metabolic); calculate Child-Pugh score"
K75.9,inflammatory_liver_disease_unspecified,liver_function_test;cbc;crp,viral_hepatitis_panel;autoimmune_liver_panel;ultrasound_abdomen;blood_culture(if_abscess),coronary_angiogram,7,moph_thailand_general,Broad differential; exclude infection and autoimmune causes
K76.2,central_hemorrhagic_necrosis_liver,liver_function_test;cbc;echocardiogram,ct_abdomen;bnp(heart_failure);coagulation_panel,ercp,6,moph_thailand_general,Nutmeg liver; usually due to congestive heart failure
K76.9,liver_disease_unspecified,liver_function_test;cbc;abdominal_ultrasound,viral_hepatitis_panel;lipid_profile;hba1c,brain_mri,6,moph_thailand_general,General workup for elevated liver enzymes
K80.0,acute_cholecystitis_calculus,abdominal_ultrasound;cbc;liver_function_test,ct_abdomen(complications);blood_culture(sepsis);amylase(rule_out_pancreatitis),hida_scan(usually_ultrasound_sufficient),6,moph_thailand_general,Murphys sign positive; thickened GB wall; stones present
K80.1,chronic_cholecystitis_calculus,abdominal_ultrasound;liver_function_test,upper_endoscopy(rule_out_peptic_ulcer);amylase,pet_scan;colonoscopy,5,moph_thailand_general,Recurrent biliary colic; contracted GB often seen
K80.2,cholelithiasis_uncomplicated,abdominal_ultrasound;liver_function_test,amylase(if_pain);cbc,ct_abdomen(stones_often_radiolucent),4,moph_thailand_general,Asymptomatic stones often require no treatment
K80.5,choledocholithiasis_uncomplicated,liver_function_test;abdominal_ultrasound,mrcp(confirmation);ercp(therapeutic);eus;amylase,hida_scan,6,moph_thailand_general,Elevated ALP/GGT; dilated common bile duct
K85.0,acute_pancreatitis_idiopathic,amylase;lipase;liver_function_test;calcium;lipid_profile,abdominal_ultrasound(gallstones);ct_abdomen(if_severe_or_unclear);igg4(autoimmune),ercp(unless_biliary_cause_proven),8,moph_thailand_general,"Rule out gallstones, alcohol, triglycerides, calcium, drugs"
K85.1,acute_pancreatitis_biliary,amylase;lipase;liver_function_test;abdominal_ultrasound,ercp(if_cholangitis_or_obstruction);ct_abdomen(necrosis_check);cbc,hida_scan,7,moph_thailand_general,ALT often >3x normal; early cholecystectomy recommended
K85.2,acute_pancreatitis_alcohol,amylase;lipase;cbc;electrolytes;bun,ct_abdomen(complications);alcohol_level;magnesium,autoimmune_panel,7,moph_thailand_general,History of heavy alcohol use; manage withdrawal
K86.0,chronic_pancreatitis_alcohol,plain_abdominal_xray;fecal_elastase;hba1c,ct_abdomen(calcifications);mrcp;amylase(during_flare);fat_soluble_vitamins,ercp(diagnostic_only_rarely_needed),7,moph_thailand_general,Pancreatic calcifications; steatorrhea; diabetes
M00.0,staphylococcal_arthritis_polyarthritis,synovial_fluid_analysis;gram_stain;bacterial_culture_sensitivity;cbc;esr;crp,blood_culture(if_sepsis_signs);xray_affected_joint(baseline_check);mri_joint(if_osteomyelitis_concern);ultrasound_joint(guided_aspiration),autoimmune_panel_ana_rf;uric_acid(unless_gout_coexists),8,moph_thailand_general,Urgent joint aspiration required; Staphylococcus aureus is most common pathogen
M02.9,reactive_arthritis_unspecified,esr;crp;urinalysis;chlamydia_trachomatis_pcr,hla_b27(if_symptoms_persist);stool_culture(if_diarrhea_history);xray_sacroiliac_joints(if_back_pain);arthrocentesis(rule_out_septic_arthritis),ct_brain;lumbar_puncture,7,general,Reiter's syndrome triad; often follows GI or GU infection
M08.1,juvenile_ankylosing_spondylitis,xray_pelvis_si_joints;hla_b27;esr;crp;cbc,mri_sacroiliac_joints(early_detection);pulmonary_function_test(if_chest_expansion_limited);ophthalmology_consult(uveitis_check),rf;ana(low_yield_for_AS),7,moph_thailand_general,Enthesitis-related arthritis; affects axial skeleton in children
M11.0,hydroxyapatite_deposition_disease,xray_affected_joint;ultrasound_joint;cbc;esr,synovial_fluid_analysis(exclude_infection);calcium_phosphate_levels(metabolic_screen);mri_joint(if_rotator_cuff_involvement),rheumatoid_factor;anti_ccp,6,general,Calcific tendinitis; often affects shoulder (Milwaukee shoulder)
M11.1,familial_chondrocalcinosis,xray_knees_wrists;calcium;magnesium;phosphorus;alp;ferritin,synovial_fluid_analysis(cppd_crystals);pth(rule_out_hyperparathyroidism);tsh(rule_out_hypothyroidism),mri_brain;myelogram,8,general,Pseudogout; associated with metabolic disorders like hemochromatosis
M12.2,villonodular_synovitis,mri_affected_joint;xray_joint,synovial_biopsy(confirmation);arthroscopy(diagnostic_therapeutic);cbc(pre_op),uric_acid;rf;ana,5,general,Pigmented Villonodular Synovitis (PVNS); MRI shows hemosiderin deposits
M14.0,gouty_arthropathy_enzyme_defects,serum_uric_acid;urinalysis;renal_function;synovial_fluid_analysis,24hr_urine_uric_acid(overproducer_vs_underexcretor);genetic_testing(hprt_deficiency_suspected);xray_joint(chronic_tophaceous_gout),ana;rf;anti_dna,7,general,Lesch-Nyhan or Kelly-Seegmiller syndrome context
M15.2,bouchard_nodes,xray_hands_ap_oblique;physical_exam_documentation,esr(rule_out_inflammatory_arthritis);rf(rule_out_ra);anti_ccp(rule_out_ra),mri_hands;bone_scan;synovial_biopsy,5,moph_thailand_general,Osteoarthritis of PIP joints; distinguish from RA
M15.3,secondary_multiple_arthrosis,xray_multiple_joints;esr;crp,calcium;pth;ferritin;tsh;growth_hormone(if_acromegaly_suspected);cbc,pet_scan;tumor_markers,7,general,Look for underlying metabolic or post-traumatic causes
M18.0,primary_arthrosis_first_cmc_bilateral,xray_wrist_hand_ap_lateral;physical_exam_grind_test,ultrasound_hand(guide_injection);nerve_conduction_study(if_cts_suspected),mri_wrist(usually_not_needed_for_diagnosis);uric_acid(unless_gout_history),4,moph_thailand_general,Thumb base osteoarthritis; common in elderly women
M20.0,deformity_of_fingers,xray_hand_ap_lateral_oblique,rf;anti_ccp(if_ra_suspected);mri_hand(ligamentous_injury);nerve_conduction_study(if_neuropathy),bone_scan;ct_chest,5,general,Includes boutonniere and swan-neck deformities; evaluate etiology
M21.0,valgus_deformity_not_elsewhere_classified,xray_weight_bearing_long_leg,ct_scan_limb(surgical_planning);mri_knee(soft_tissue_assessment);calcium_vit_d(rickets_screen_in_kids),ana;rf,4,general,Knock-knees; assess mechanical axis deviation
M22.0,recurrent_dislocation_patella,xray_knee_ap_lateral_skyline,mri_knee(mpfl_injury_cartilage_defect);ct_knee(tt_tg_distance_measurement),bone_scan;doppler_ultrasound,4,moph_thailand_general,Assess trochlear dysplasia and patellar height (Alta/Baja)
M24.1,other_articular_cartilage_disorders,xray_joint;mri_joint_cartilage_protocol,arthroscopy(diagnostic_therapeutic);delayed_gadolinium_enhanced_mri(cartilage_quality),bone_scan;systemic_inflammatory_markers(unless_inflammatory),4,general,Includes chondromalacia; MRI is gold standard for non-invasive assessment
